唯一标识,行政相对人,统一社会信用代码,组织机构代码,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,是否删除,行政相对人类别,工商注册号
a7d2a24c-36be-459a-bad9-7718e2f82a22,北京中宇通达图书销售中心,91110105751322908D,,(京)文执罚 〔2024〕第100041号,发行其他非法出版物,北京中宇通达图书销售中心于心2021年4月23日至2022年10月11日期间存在发行其他非法出版物的违法行为。,《出版管理条例》第六十五条和《出版物市场管理规定》第三十二条第三款,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币叁佰伍拾元;2.罚款人民币壹仟陆佰伍拾元。,0.165,0.035,2024/4/3,2099/12/31,2025/4/3,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
b92c62a2-1a6d-490e-b4fb-19fa56d5b442,北京俊豪伟业文化发展有限公司,91110112306604587X,,(京)文执罚 〔2023〕第100122号,从事出版物发行业务的单位和个体工商户变更《出版物经营许可证》登记事项，或者兼并、合并、分立，未依照《出版管理条例》第三十五条的规定办理审批手续,北京俊豪伟业文化发展有限公司于2022年11月与2023年07月26日期间，存在从事出版物发行业务的单位和个体工商户变更《出版物经营许可证》登记事项，或者兼并、合并、分立，未依照《出版管理条例》第三十五条的规定办理审批手续。,《出版管理条例》第六十七条第（七）项,警告,警告。,,,2023/9/14,2099/12/31,2024/9/14,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
c0faa184-0d57-45f0-a2cf-a5fc9370bfd3,北京知易行文化传媒有限公司,91110114076590975W,,(京)文执罚 〔2024〕第100011号,擅自设立出版物的出版单位，或者擅自从事出版物的出版业务,1.没收违法所得人民币伍仟零伍拾捌元肆角陆分;2.罚款人民币贰万元整,《出版管理条例》第六十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币伍仟零伍拾捌元肆角陆分;2.罚款人民币贰万元。,2,0.505846,2024/2/18,2099/12/31,2025/2/18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
c9d320b9-8cb5-4f98-8d47-984b050f946c,北京诗图文化传媒有限公司,91110113MA01HHL6X4,,(京)文执罚 〔2023〕第100167号,擅自设立出版物的出版单位，或者擅自从事出版物的出版业务,"北京诗图文化传媒有限公司于2022年9月至2022年10月22日期间，存在擅自从事出版物的出版业务的违法行为，对该单位作出1.没收违法所得人民币16720元；2.罚款人民币83850元的行政处罚。
",《出版管理条例》第六十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹万陆仟柒佰贰拾元;2.罚款人民币捌万叁仟捌佰伍拾元。,8.385,1.672,2023/11/29,2099/12/31,2024/11/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
cb678d73-0a79-4865-a6c6-01ca48ab06aa,北京信诚泽宇科技有限公司,91110115MABX79D61P,,(京)文执罚 〔2024〕第100044号,单位、个人擅自从事出版物零售业务,北京信诚泽宇科技有限公司于2024年02月15日与2024年02月24日期间，存在单位、个人擅自从事出版物零售业务,《出版管理条例》第六十一条和《出版物市场管理规定》第三十一条,罚款;没收违法所得、没收非法财物,"1.没收非法财物(物品名称:“Nintendo Switch”游戏卡带《火影忍者：究极风暴羁绊》（日版）,规格:张,数量:1);2.罚款人民币壹仟伍佰玖拾陆元。",0.1596,0,2024/4/10,2099/12/31,2025/4/10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
cc10dd08-ad28-4de6-9244-24efde77b47e,北京挖偶网络科技有限责任公司,91110105MA01J9ABXU,,(京)文执罚 〔2023〕第100159号,假冒出版单位名称或者伪造、假冒报纸、期刊名称出版出版物,    北京挖偶网络科技有限责任公司于2022年3月1日至2022年4月3日期间假冒出版单位出版期刊，并在微信公众号小程序上发行，构成了假冒出版单位名称或者伪造、假冒报纸、期刊名称出版出版物的违法行为。,《出版管理条例》第六十一条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币陆仟肆佰元;2.罚款人民币肆万元。,4,0.64,2023/11/23,2099/12/31,2024/11/23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
cccad2af-bd67-4479-a836-3a2ea5a736ca,北京荣松商贸有限公司,9.11101E+17,,(京)文执罚 〔2024〕第100057号,发行其他非法出版物,"1.没收违法所得人民币壹佰玖拾柒元;
2.没收非法财物(物品名称:《铸就伟大》,规格:本,数量:4；物品名称:《台湾回家》,规格:本,数量:11；物品名称:《中国力量》,规格:本,数量:1；物品名称:《大国崛起》,规格:本,数量:5；物品名称:《大国之辉》,规格:本,数量:5；物品名称:《共和伟业》,规格:本,数量:8);
3.罚款人民币壹仟元。",《出版管理条例》第六十五条和《出版物市场管理规定》第三十二条第三款,罚款;没收违法所得、没收非法财物,"1.没收违法所得人民币壹佰玖拾柒元;2.没收非法财物(物品名称:《铸就伟大》,规格:本,数量:4；物品名称:《台湾回家》,规格:本,数量:11；物品名称:《中国力量》,规格:本,数量:1；物品名称:《大国崛起》,规格:本,数量:5；物品名称:《大国之辉》,规格:本,数量:5；物品名称:《共和伟业》,规格:本,数量:8);3.罚款人民币壹仟元。",0.1,0.0197,2024/4/23,2099/12/31,2025/4/23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
d6c73870-36ca-4f57-ae09-56e79a1b9df0,北京轩然书香文化发展有限公司,91110112306369433H,,(京)文执罚 〔2023〕第100104号,发行其他非法出版物及从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据,北京轩然书香文化发展有限公司于2023年04月10日与2023年04月10日期间，存在发行其他非法出版物及从事出版物发行业务的单位、个人未能提供近两年的出版物发行进销货清单等有关非财务票据,《出版物市场管理规定》第三十二条第三款、《出版管理条例》第六十五条及《出版物市场管理规定》第三十七条第（一）项,警告;罚款,1.警告;2.罚款人民币肆仟元。,0.4,,2023/8/8,2099/12/31,2024/8/8,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
ec15f296-578c-4185-bfda-3dc8fe12209e,北京周周护考文化传播有限公司,91110108MACLC05C37,,(京)文执罚 〔2023〕第100173号,擅自设立出版物的出版单位，或者擅自从事出版物的出版业务,    北京周周护考文化传播有限公司于2023年06月与2023年11月01日期间，存在擅自从事出版物的出版业务的违法行为。,《出版管理条例》第六十一条,罚款;没收违法所得、没收非法财物,1.没收非法财物（物品名称：《周周机考包》；单位：册；数量：1680）；2.罚款人民币拾万元。,10,0,2023/12/8,2099/12/31,2024/12/8,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
ecfb85e6-37f0-4b22-b990-270f9776a120,北京喜事恒通商贸有限公司,9.11101E+17,,(京)文执罚 〔2023〕第800039号,发行其他非法出版物,2023年3月至2023年4月11日期间，存在发行其他非法出版物的违法行为，被北京市文化和旅游局行政处罚如下：1.没收违法所得人民币壹仟贰佰壹拾肆元;2.罚款壹万捌仟元。,《出版物市场管理规定》第三十二条第三款和《出版管理条例》第六十五条,罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹仟贰佰壹拾肆元;2.罚款人民币壹万捌仟元。,1.8,0.1214,2023/8/10,2099/12/31,2024/8/10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
f5016927-84e0-4a13-9341-1ae4f2ee56c4,北京洁银盛世文化发展有限公司,91110106330291293J,,(京)文执罚 〔2023〕第100121号,从事出版物发行业务的单位和个体工商户变更《出版物经营许可证》登记事项，或者兼并、合并、分立，未依照《出版管理条例》第三十五条的规定办理审批手续,北京洁银盛世文化发展有限公司于2023年02月与2023年07月27日期间，存在从事出版物发行业务的单位和个体工商户变更《出版物经营许可证》登记事项，或者兼并、合并、分立，未依照《出版管理条例》第三十五条的规定办理审批手续。,《出版管理条例》第六十七条第（七）项,警告,警告。,,,2023/9/11,2099/12/31,2024/9/11,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
ffc5487d-5ac5-44ee-b2ee-1fd38940f635,北京谱歌文化艺术有限公司,91110108660537073Y,660537073,(京)文执罚 〔2024〕第100062号,发行其他非法出版物的违法行为;征订、储存、运输、邮寄、投递、散发、附送其他非法出版物的违法行为,该单位于2023年11月19日至2024年1月10日期间存在发行其他非法出版物的违法行为的违法行为，于2024年1月11日至2024年2月29日期间存在征订、储存、运输、邮寄、投递、散发、附送其他非法出版物的违法行为。,《出版物市场管理规定》第三十九条、《出版物市场管理规定》第三十二条第三款、《出版管理条例》第六十五条,罚款;没收违法所得、没收非法财物,"1.没收违法所得人民币贰仟壹佰零柒元;2.没收非法财物(物品名称:《2024单向猫历》,规格:册,数量:456);3.罚款人民币贰万柒仟伍佰元。",2.75,0.2107,2024/4/29,2099/12/31,2025/4/29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,
