育种者,申请者,登记编号,作物名称,品种名称
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2021)110050,结球甘蓝,YR中甘21
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2021)110051,结球甘蓝,中甘27
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2021)110074,结球甘蓝,中甘28
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2021)110090,结球甘蓝,中甘26
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110055,结球甘蓝,中甘166
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110056,结球甘蓝,中甘35
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110057,结球甘蓝,中甘167
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110058,结球甘蓝,YR中甘15
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110074,结球甘蓝,中甘1166
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110075,结球甘蓝,中甘606
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110076,结球甘蓝,中甘602
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110077,结球甘蓝,中甘608
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD结球甘蓝(2022)110078,结球甘蓝,中甘596
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110592,西瓜,瑞蜜十一号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110593,西瓜,瑞蜜十九号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110594,西瓜,瑞蜜九号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110596,西瓜,瑞蜜七号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110620,西瓜,瑞美
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110621,西瓜,瑞蜜一号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110717,西瓜,红城五号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2018)110995,西瓜,瑞蜜三号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2019)110587,西瓜,喜美
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD西瓜(2020)110236,西瓜,丰桥西蜜
北京瑞思农种子有限公司;河北领澜农业科技有限公司,北京瑞思农种子有限公司;河北领澜农业科技有限公司,GPD西瓜(2020)110237,西瓜,瑞农五号
北京农旺科技发展有限公司,北京农旺科技发展有限公司,GPD西瓜(2020)110499,西瓜,绿宝62
北京农旺科技发展有限公司,北京农旺科技发展有限公司,GPD西瓜(2020)110500,西瓜,世纪星181
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110562,西瓜,美秀
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110628,西瓜,凤宝
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110629,西瓜,香秀
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110630,西瓜,瑞鑫
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110631,西瓜,瑞宏
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110632,西瓜,中选12号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110633,西瓜,金冠1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD西瓜(2020)110634,西瓜,金帅2号
北京瑞思农种子有限公司,北京瑞思农种子有限公司,GPD西瓜(2022)110006,西瓜,佳娜宝
北京市大兴区农业技术推广站,北京市大兴区农业技术推广站,GPD西瓜(2022)110071,西瓜,L600
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)110315,辣椒,中椒105号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)110316,辣椒,中椒107号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)110369,辣椒,中椒108号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)110370,辣椒,中椒0808号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111021,辣椒,中椒106号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111107,辣椒,中椒4号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111108,辣椒,中椒5号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111109,辣椒,中椒6号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111110,辣椒,中椒7号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111111,辣椒,中椒8号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111112,辣椒,中椒104号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111113,辣椒,中椒0812号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111114,辣椒,中椒206号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2018)111115,辣椒,中椒牛角1号
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD辣椒(2019)110675,辣椒,奇龙
北京丰桥国际种子有限公司,北京丰桥国际种子有限公司,GPD辣椒(2020)110993,辣椒,红箭999
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2020)111280,辣椒,中椒209号
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD辣椒(2021)110746,辣椒,鑫雅红
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD辣椒(2021)110747,辣椒,金红1号
东方正大种子有限公司,东方正大种子有限公司,GPD辣椒(2021)110753,辣椒,正喜三号
东方正大种子有限公司,东方正大种子有限公司,GPD辣椒(2021)110754,辣椒,威狮9号
圣尼斯种子（北京）有限公司,圣尼斯种子（北京）有限公司,GPD辣椒(2021)110831,辣椒,卡米洛Ⅱ号
北京市绿海诚信种苗科技有限公司,北京市绿海诚信种苗科技有限公司,GPD辣椒(2022)110054,辣椒,天红一号
北京市绿海诚信种苗科技有限公司,北京市绿海诚信种苗科技有限公司,GPD辣椒(2022)110055,辣椒,红艳三号
北京市绿海诚信种苗科技有限公司,北京市绿海诚信种苗科技有限公司,GPD辣椒(2022)110401,辣椒,迪梦特
北京春奥种苗科技有限公司;山东春奥农业科技有限公司,北京春奥种苗科技有限公司;山东春奥农业科技有限公司,GPD辣椒(2022)110638,辣椒,腾飞112
北京春奥种苗科技有限公司;山东春奥农业科技有限公司,北京春奥种苗科技有限公司;山东春奥农业科技有限公司,GPD辣椒(2022)110639,辣椒,CN龙珠7
北京春奥种苗科技有限公司;山东春奥农业科技有限公司,北京春奥种苗科技有限公司;山东春奥农业科技有限公司,GPD辣椒(2022)110640,辣椒,腾飞
东方正大种子有限公司,东方正大种子有限公司,GPD黄瓜(2018)110011,黄瓜,玛雅1092
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD黄瓜(2018)110137,黄瓜,京A007
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD黄瓜(2018)110600,黄瓜,鑫旺166
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD黄瓜(2019)110041,黄瓜,京AK42
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD黄瓜(2019)110372,黄瓜,鑫旺M47
北京鑫阳光农业科技有限公司,北京鑫阳光农业科技有限公司,GPD黄瓜(2019)110373,黄瓜,鑫旺美迪
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110056,番茄,京番401
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110057,番茄,京番粉星1号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110067,番茄,京番粉星2号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110068,番茄,京番黄星1号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110069,番茄,京番紫星2号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110070,番茄,京番绿星3号
北京圣华德丰种子有限公司,北京圣华德丰种子有限公司,GPD番茄(2020)110156,番茄,红雅丽
北京圣华德丰种子有限公司,北京圣华德丰种子有限公司,GPD番茄(2020)110193,番茄,粉达尼
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110206,番茄,京番403
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110270,番茄,京番603
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110343,番茄,京番402
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD番茄(2020)110365,番茄,京番黑罗汉
北京圣华德丰种子有限公司,北京圣华德丰种子有限公司,GPD结球甘蓝(2019)110029,结球甘蓝,如意佳美
北京圣华德丰种子有限公司,北京圣华德丰种子有限公司,GPD结球甘蓝(2019)110034,结球甘蓝,如意早生
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110118,结球甘蓝,百甘8A05
北京圣华德丰种子有限公司,北京圣华德丰种子有限公司,GPD结球甘蓝(2019)110130,结球甘蓝,如意新星
北京圣华德丰种子有限公司,北京圣华德丰种子有限公司,GPD结球甘蓝(2019)110141,结球甘蓝,如意绿秀
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110193,结球甘蓝,一把抓
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110194,结球甘蓝,壮圆
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110195,结球甘蓝,高原红
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110196,结球甘蓝,清雅
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110230,结球甘蓝,正美一号
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110231,结球甘蓝,冬久美
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110232,结球甘蓝,春强
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110233,结球甘蓝,秋早70
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110234,结球甘蓝,好味来
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110235,结球甘蓝,夏秋绿冠
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110236,结球甘蓝,YR秋喜
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110237,结球甘蓝,好运
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110238,结球甘蓝,绿圆
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2019)110239,结球甘蓝,紫罗
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2020)110001,结球甘蓝,真由美
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2020)110002,结球甘蓝,格绿
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2020)110003,结球甘蓝,幕田喜悦
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD结球甘蓝(2020)110140,结球甘蓝,福特
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD结球甘蓝(2020)110211,结球甘蓝,秋甘14
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD结球甘蓝(2020)110228,结球甘蓝,京甘4号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD结球甘蓝(2020)110250,结球甘蓝,紫甘12
北京沃林农业科技有限公司,北京沃林农业科技有限公司,GPD结球甘蓝(2020)110334,结球甘蓝,春秋58
北京沃林农业科技有限公司,北京沃林农业科技有限公司,GPD结球甘蓝(2020)110335,结球甘蓝,先绿
北京沃林农业科技有限公司,北京沃林农业科技有限公司,GPD结球甘蓝(2020)110336,结球甘蓝,比绿
石艳丽,石艳丽,GPD结球甘蓝(2022)110065,结球甘蓝,圆周绿
石艳丽,石艳丽,GPD结球甘蓝(2022)110066,结球甘蓝,YR绿金刚
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD西瓜(2019)110586,西瓜,芳年华悦
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD西瓜(2020)110411,西瓜,幕田红星
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD西瓜(2020)110412,西瓜,幕田使者
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD西瓜(2021)110068,西瓜,幕田家宝
北京百幕田种苗有限公司,北京百幕田种苗有限公司,GPD西瓜(2021)110069,西瓜,幕田喜来乐
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110141,辣椒,中椒115号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110142,辣椒,中椒1615号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110143,辣椒,中椒1209号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110144,辣椒,中椒409号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110145,辣椒,中椒506号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110146,辣椒,中椒长福
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110188,辣椒,中椒509号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110189,辣椒,中椒红钻1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2021)110190,辣椒,中椒皱皮辣2号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110042,辣椒,中椒306号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110043,辣椒,中椒0813号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110044,辣椒,中椒黄钻1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110045,辣椒,中椒L1
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110329,辣椒,中椒220号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110330,辣椒,中椒242号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110331,辣椒,中椒309号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110332,辣椒,中椒0807号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110333,辣椒,中椒182号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110334,辣椒,中椒L2
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110335,辣椒,中椒皱皮辣1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD辣椒(2022)110336,辣椒,中椒皱皮辣3号
北京绿东方农业技术研究所,北京绿东方农业技术研究所,GPD辣椒(2022)110642,辣椒,奇剑长龙
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2017)110001,马铃薯,中薯18号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110101,马铃薯,中薯3号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110102,马铃薯,中薯5号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110103,马铃薯,中薯6号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110104,马铃薯,中薯7号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110105,马铃薯,中薯10号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110106,马铃薯,中薯11号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110107,马铃薯,中薯12号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110108,马铃薯,中薯13号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110109,马铃薯,中薯17号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110110,马铃薯,中薯20号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110122,马铃薯,中薯9号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110123,马铃薯,中薯14号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110135,马铃薯,中薯4号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2018)110136,马铃薯,中薯8号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2019)110004,马铃薯,中薯16号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2019)110014,马铃薯,中薯21号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2019)110015,马铃薯,中薯19号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2019)110021,马铃薯,中薯15号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110112,马铃薯,中薯早36
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110114,马铃薯,中薯27
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110115,马铃薯,中薯33
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110116,马铃薯,中薯红1号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110117,马铃薯,中薯26
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110122,马铃薯,中薯22号
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110124,马铃薯,中薯早43
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2020)110125,马铃薯,中薯早35
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2022)110085,马铃薯,中薯早39
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2022)110086,马铃薯,中薯早44
中国农业科学院蔬菜花卉研究所,中国农业科学院蔬菜花卉研究所,GPD马铃薯(2022)110087,马铃薯,中薯早45
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2017)110063,辣椒,京甜3号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2017)110066,辣椒,京辣8号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2017)110067,辣椒,国福308
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110006,辣椒,国福901
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110007,辣椒,国福903
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110008,辣椒,国福907
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110009,辣椒,京甜1号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110010,辣椒,国福209
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110011,辣椒,国福210
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110164,辣椒,国福909
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110211,辣椒,国福208
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110268,辣椒,锐致
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110269,辣椒,锐秀
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110270,辣椒,京旋703
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110271,辣椒,京旋79
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110272,辣椒,京线1号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110273,辣椒,京线1629
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110274,辣椒,京线4号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110275,辣椒,京硕3号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110276,辣椒,京硕4号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110277,辣椒,京硕1618
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110278,辣椒,京硕89
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110279,辣椒,京旋3号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110280,辣椒,云丘2号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110366,辣椒,国研1号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110367,辣椒,国禧105
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110368,辣椒,国福908
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110461,辣椒,胜寒740
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110623,辣椒,国禧109
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110624,辣椒,国禧113
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110625,辣椒,黄星2号
京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,京研益农（北京）种业科技有限公司;北京市农林科学院蔬菜研究中心,GPD辣椒(2018)110626,辣椒,胜寒742
