检查单号,抽查时间,检查单位,抽查对象,被检查单位,抽查结果,执法人员,
2020京防质监检字0411,2020年8月6日,北京市人防工程监督站,通州区台湖镇104地块F3其他类多功能用地项目（10#楼（办公）等7项）,北京关谷科技园开发建设有限公司;北京通州次渠建筑集团有限公司;北京双圆工程咨询监理有限公司;北京南兴益源设备安装工程有限公司,未发现违法违规行为,沈小燕  高兴,
2020京防质监检字0395,2020年8月7日,北京市人防工程监督站,丰台区西四环中路83号0606-644地块R2二类居住用地项目（1#商品住宅楼等11项）,京合保成（北京）房地产开发有限公司京合保成（北京）房地产开发有限公司;北京城建二建设工程有限公司-富利建设集团有限公司;中咨工程管理咨询有限公司;北京安德信人防设备有限公司,未发现违法违规行为,程成  孟蓉,
2020京防质监检字0396,2020年8月7日,北京市人防工程监督站,石景山区刘娘府综合改造定向安置房项目H区（H1住宅楼等9项）,北京中关村石景山园发展有限公司;保定建业集团有限公司;北京建宇建设管理有限公司;北京中防恒立人防设备有限公司,未发现违法违规行为,程成  孟蓉,
2020京防质监检字0397,2020年8月7日,北京市人防工程监督站,魏公村小区棚户区改造项目,北京天地助房地产开发有限公司;中建八局第三建设有限公司;北京日日豪工程建设监理有限责任公司;北京国建标工程设备科技有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0399,2020年8月7日,北京市人防工程监督站,29-338地块-1#绿隔产业用房等20项,北京永辉志信房地产开发有限公司;中铁电气化局集团北京建筑工程有限公司  ;北京五环国际工程管理有限公司;北京奥森通风空调有限公司,未发现违法违规行为,程程  江俊海,
2020京防质监检字0400,2020年8月7日,北京市人防工程监督站,大望京商务区配套中学项目,北京市朝阳区教育国有资产管理中心;北京首华建设经营有限公司;北京中建协工程咨询有限公司;北京力擎人防设备有限公司,未发现违法违规行为,程程  江俊海,
2020京防质监检字0412,2020年8月7日,北京市人防工程监督站,06-2#住宅楼等15项,北京招合房地产开发有限公司;北京新兴保信建设工程有限公司;北京日日豪工程建设监理有限责任公司;铠宏人防设备（北京）有限公司,未发现违法违规行为,沈小燕  高兴,
2020京防质监检字0414,2020年8月7日,北京市人防工程监督站,京粮集团粮油食品产业研发基地（京粮科研大厦）项目,北京市粮食科学研究院;北京城建建设工程有限公司;北京双圆工程咨询监理有限公司;北京中防恒立人防设备有限公司,未发现违法违规行为,沈小燕  郭健,
2020京防质监检字0413,2020年8月10日,北京市人防工程监督站,中国中医科学院广安门医院大兴生物制药基地工程（生产制剂楼等2项）,北京广安顺元医药有限公司;中国建筑第八工程局有限公司;中航大工程监理（北京）有限公司;北京市金索恒盾防护设备有限公司,未发现违法违规行为,沈小燕  高兴,
2020京防质监检字0416,2020年8月10日,北京市人防工程监督站,石景山区刘娘府综合改造定向安置房项目H区（H1住宅楼等9项）,北京中关村石景山园发展有限公司;保定建业集团有限公司;北京建宇建设管理有限公司;北京中防恒立人防设备有限公司,未发现违法违规行为,程成  孟蓉,
2020京防质监检字0417,2020年8月10日,北京市人防工程监督站,北京市门头沟区永定镇岢罗坨、秋坡、石佛村MC00-500-009、0010、0013地块R2二类居住用地项目（09-11#居住公共服务设施用房等2项）,北京西元祥泰房地产开发有限公司;中国电建建筑集团有限公司;中国水利水电建设工程咨询北京有限公司;北京信成筑业防护设备科技有限公司,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0418,2020年8月10日,北京市人防工程监督站,石景山区五里坨站前小区经济适用房项目3号楼,北京天泰兴业置业发展有限公司;北京京石建业建设工程有限公司;北京精正兴工程建设监理有限公司;北京都宇设备制造有限公司,未发现违法违规行为,程成  孟蓉,
2020京防质监检字0419,2020年8月10日,北京市人防工程监督站,北京纺织科研综合楼,北京方宏置业有限责任公司;北京城建五建设集团有限公司;北京赛瑞斯国际工程咨询有限公司;北京华予人防设备有限公司,未发现违法违规行为,程程  江俊海,
2020京防质监检字0420,2020年8月12日,北京市人防工程监督站,星空科技园E地块项目1、3、5号研发试验楼及13号地下室II段,北京世纪星空影业投资有限公司;北京六建集团有限责任公司;北京市中建协工程咨询有限公司;北京市密云县庄头峪人防构件厂,未发现违法违规行为,程成  缪敬智,
2020京防质监检字0421,2020年8月12日,北京市人防工程监督站,星空科技园E地块项目9-12号楼研发试验楼及13号地下室I段,北京世纪星空影业投资有限公司;北京六建集团有限责任公司;北京市中建协工程咨询有限公司;北京市密云县庄头峪人防构件厂,未发现违法违规行为,程成  缪敬智,
