证书编号,项目名称,建设单位,建设位置,核发日期
2019规自（顺）建字0043号,顺义区赵全营镇镇中心区E1-01、E2-01、E3-01等地块居住、商业（配建限价商品房）（原板桥一期）项目（1#住宅楼等25项）,北京财懋房地产开发有限公司,顺义区赵全营,2019-05-30
2019规自（顺）建字0042号,顺义区顺义新城牛栏山组团一级开发项目17-11-07地块（南侧）R2二类居住用地项目（701#住宅楼等14项）,北京颐景房地产开发有限公司,顺义区牛栏山镇,2019-05-30
2019规自建字0012号,地下部分,北京世纪城市房地产开发有限公司,朝阳区关东店路,2019-05-29
2019规自（顺）建字0041号,于庄110千伏输变电工程变电站工程（变电站及附属设施用房）,国网北京市电力公司,顺义区,2019-05-29
2019规自建字0012号,地下部分,北京世纪城市房地产开发有限公司,朝阳区关东店路,2019-05-29
2019规自（朝）建字0020号,朝阳区崔各庄乡马泉营村29-L02等地块R2二类居住用地、A33基础教育用地、A8社区综合服务设施用地建设工程项目（1-1#住宅楼等37项）,北京中海全盛房地产开发有限公司,朝阳区,2019-05-29
2019规自（大）乡建字0001号,1#租赁住房（YZ00-0803-6002地块）等36项,北京汇瀛恒安置业有限公司,大兴区瀛海镇,2019-05-29
2019规自（朝）建字0019号,朝阳区崔各庄乡马泉营村29-L02等地块R2二类居住用地、A33基础教育用地、A8社区综合服务设施用地建设工程项目（3-1#幼儿园等3项）,北京中海全盛房地产开发有限公司,朝阳区,2019-05-29
2019规（开）建字0025号,生物制剂分析中心建设项目加建实验用房（加建实验用房等2项）,赛诺菲（北京）制药有限公司,北京经济技术开发区37#街区M88、M91、M94、37P1、37G1地块,2019-05-28
2019规自（海）建字0029号,地铁16号线工程第三水厂水源井迁建工程（2#水源井）,北京市自来水集团有限责任公司,海淀区南长河（京密引水渠-西三环北路）,2019-05-28
2019规自（顺）建字0041号,于庄110千伏输变电工程变电站工程（变电站及附属设施用房）,国网北京市电力公司,顺义区,2019-05-28
2019规自（东）建字0017号,东四二条社区服务用房改扩建工程（东四二条社区服务用房改扩建工程）,北京市东城区人民政府东四街道办事处,东城区东四三条45号,2019-05-27
2019规自（房）建字0027号,房山区拱辰街道17-02-10地块F1住宅混合公建用地、17-02-09地块A33基础教育用地项目（S1#商业楼）,北京华发永盛置业有限公司,房山区拱辰街道办事处,2019-05-27
2019规（开）建字0024号,宝健BDA研发暨展示中心项目（宝健BDA研发暨展示中心）,宝健（中国）有限公司,亦庄开发区75W3地块,2019-05-27
2019规自建字0011号,地铁16号线一期工程丰益桥南站地下主体（地铁车站地下主体）,北京地铁十六号线投资有限责任公司,丰台区万寿路南延与看丹路交叉路口南侧,2019-05-24
2019规自（昌）乡建字0001号,幼儿园教学楼,北京市昌平区阳坊镇人民政府,昌平区阳坊镇,2019-05-24
2019规自（平）建字0005号,平谷区体育中心二期工程（平谷区体育中心二期）,北京市平谷区体育局,平谷区迎宾环岛西侧,2019-05-24
2019规自（海）建字0028号,北部农村地区太舟坞安置房翠湖D22地块HD00-0303-6021地块幼儿园项目（幼儿园主楼等3项）,北京实创科技园开发建设股份有限公司,海淀区HD00-0303-6021地块,2019-05-24
2019规自（石）建字0026号,石景山区五里坨建设组团一 1601-055地块F3其他类多功能用地（55-1#等5项）,北京景西房地产开发有限公司,石景山区五里坨,2019-05-24
2019规自（海）建字0027号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（0010-01#文化设施）,北京紫光科城科技发展有限公司,海淀区西北旺镇亮甲店村,2019-05-24
2019规自建字0011号,地铁16号线一期工程丰益桥南站地下主体（地铁车站地下主体）,北京地铁十六号线投资有限责任公司,丰台区万寿路南延与看丹路交叉路口南侧,2019-05-24
2019规（开）建字0024号,宝健BDA研发暨展示中心项目（宝健BDA研发暨展示中心）,宝健（中国）有限公司,亦庄开发区75W3地块,2019-05-24
2019规自（房）建字0027号,房山区拱辰街道17-02-10地块F1住宅混合公建用地、17-02-09地块A33基础教育用地项目（S1#商业楼）,北京华发永盛置业有限公司,房山区拱辰街道办事处,2019-05-24
2019规自（东）建字0018号,东四六条社区服务用房改扩建工程（东四六条社区服务用房改扩建工程）,北京市东城区人民政府东四街道办事处,东城区流水巷38号,2019-05-24
2019规自（东）建字0017号,东四二条社区服务用房改扩建工程（东四二条社区服务用房改扩建工程）,北京市东城区人民政府东四街道办事处,东城区东四三条45号,2019-05-24
2019规自（西）建字0046号,中央台电力增容工程（柴油发电机房及配套用房）,中央人民广播电台,西城区复兴门外大街2号,2019-05-23
2019规自（石）建字0026号,石景山区五里坨建设组团一 1601-055地块F3其他类多功能用地（55-1#等5项）,北京景西房地产开发有限公司,石景山区五里坨,2019-05-23
2019规自（海）建字0028号,北部农村地区太舟坞安置房翠湖D22地块HD00-0303-6021地块幼儿园项目（幼儿园主楼等3项）,北京实创科技园开发建设股份有限公司,海淀区HD00-0303-6021地块,2019-05-23
2019规自（海）建字0027号,海淀区“海淀北部地区整体开发”西北旺镇亮甲店村HD00-0404-0010、6015、6016、6003、6004地块A2文化设施用地、R2二类居住用地、F1住宅混合公建用地项目（0010-01#文化设施）,北京紫光科城科技发展有限公司,海淀区西北旺镇亮甲店村,2019-05-23
2019规自（平）建字0005号,平谷区体育中心二期工程（平谷区体育中心二期）,北京市平谷区体育局,平谷区迎宾环岛西侧,2019-05-23
2019规自（昌）乡建字0001号,幼儿园教学楼,北京市昌平区阳坊镇人民政府,昌平区阳坊镇,2019-05-23
2019规（开）建字0023号,厂房贴建项目（生产厂房）,萨姆森控制设备(中国)有限公司,亦庄开发区72#M225地块,2019-05-22
2019规自（西）建字0044号,翻建住房（瓦17）,鲍志伟,西城区西绦南巷8号,2019-05-22
2019规（开）建字0022号,智能控制设备生产基地项目（生产厂房等3项）,萨姆森智能控制系统(北京)有限公司,亦庄开发区72#街区M227地块,2019-05-22
2019规（开）建字0021号,创新科技中心验证能力提升项目（验证中心2#楼）,北京新能源汽车股份有限公司,亦庄开发区46#,2019-05-22
