唯一标识,行政相对人名称,统一社会信用代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,是否删除,行政相对人类别,更新时间
378834ff-c678-4fec-895f-4cfe0f1bda46,北京花样年华国际旅行社有限公司,91110108MADK6LL53T,刘*中,(京)文执罚 〔2025〕第600012号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京花样年华国际旅行社有限公司于2024年08月01日至08月06日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币5000元,0.5,2025/1/15,2099/12/31,2026/1/15,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,18/3/2025 10:30:44
4eaddb46-6a25-4b67-aa45-5a8c51a4cd3f,北京大洋时代国际旅行社有限公司,911101056819586353,李*,(京)文执罚 〔2024〕第600237号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京大洋时代国际旅行社有限公司于2024年8月18日至8月22日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的行为。,《北京市旅游条例》第六十六条第一款,罚款,1.罚款伍仟元;,0.5,2024/11/22,2099/12/31,2025/11/22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:49
80b6f2d3-086b-45aa-9b70-35c703be21f1,北京胜岩国际旅游有限公司,91110111MADE13576W,谢*辉,(京)文执罚 〔2024〕第600234号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,   北京胜岩国际旅游有限公司于2024年8月5日至8月9日期间组织的旅游活动，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的违法行为。,《北京市旅游条例》第六十六条第一款,罚款,罚款伍仟元,0.5,2024/11/19,2099/12/31,2025/11/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:51
df9da00b-3d88-496b-92e4-660e1ff284fc,北京金色福国际旅行社有限公司,91110105762983170U,胡*海,(京)文执罚 〔2024〕第600048号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京金色福国际旅行社有限公司于2023年10月14日与2023年10月19日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2024/2/6,2099/12/31,2025/2/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
e80485ab-72c0-4d83-81ca-1fd45e24c1e5,北京乐怡逍遥国际旅行社有限公司,91110101777695665C,董*新,(京)文执罚 〔2023〕第600290号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京乐怡逍遥国际旅行社有限公司于2023年09月20日期间，组织、接待的“北京周边游”活动中，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的行为，依法对该单位处以罚款人民币五千元的行政处罚。,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/11/22,2099/12/31,2024/11/22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:28
f8bff94f-c981-4402-94b6-c71f111ec949,北青美途（北京）旅行社有限公司,91110101MA01C4QG0A,苑*鹏,(京)文执罚 〔2023〕第600175号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北青美途（北京）旅行社有限公司于2023年05月14日至2023年05月16日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/7/19,2099/12/31,2024/7/19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:34
fae01571-8538-4ca3-bf19-6db7d6bf5c76,慧聪旅游（北京）有限公司,91110101678212381X,曹*昆,(京)文执罚 〔2024〕第600024号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,慧聪旅游（北京）有限公司于2023年07月16日与2023年07月27日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的行为，无违法所得。,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2024/1/17,2099/12/31,2025/1/17,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:28
2617d073-1485-4ae1-bdda-f5c2f195d1a1,宁波华商风光国际旅游有限公司北京分社,91110106MA01KNLY1M,王*,(京)文执罚 〔2023〕第600196号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,宁波华商风光国际旅游有限公司北京分社于2023年07月与nullnull期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/8/10,2099/12/31,2024/8/10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:42
629320df-05ae-493f-8cdb-34970073eadb,北京学而游文化旅游有限公司,91110102MACFU1YU03,王*举,(京)文执罚 〔2023〕第600192号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京学而游文化旅游有限公司于2023年07月20日与2023年07月20日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的违法行为,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/8/10,2099/12/31,2024/8/10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:46
9eb4f183-193d-4cc0-8b41-cb4f38c86599,北京辉腾假期国际旅行社有限公司,91110106MA009UK80A,王*振,(京)文执罚 〔2024〕第600010号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京辉腾假期国际旅行社有限公司于2023年06月16日与2023年06月16日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的行为，对其作出罚款5000元的行政处罚。,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2024/1/8,2099/12/31,2025/1/8,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:34
b9b0b7ef-768d-4ed2-8e2f-070d32f80645,北京飞扬亨通国际旅行社有限公司,91110106MA01GP9D78,程*画,(京)文执罚 〔2023〕第600134号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京飞扬亨通国际旅行社有限公司于2023年05月02日存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/6/30,2099/12/31,2024/6/30,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:44
e54817c1-7702-404f-8474-bfa5f0203fb0,北京爱尚国际旅行社有限公司,911101080741245916,韩*,(京)文执罚 〔2024〕第600157号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京爱尚国际旅行社有限公司2024年3月24日至 29日组织日本赏樱花6天行旅游活动前，存在未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案违法行为，无违法所得。该公司上述行为违反了《北京市旅游条例》第二十五条第一款“本市对旅行社组织团队旅游活动实行电子行程单管理。旅行社应当在旅游行程开始前，通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案”之规定。,《旅行社条例》第五十五条第（一）项（拟对你单位处以 20000 元罚款）、依据《北京市旅游条例》第六十六条第一款（拟对你单位处以 5000 元罚款）,罚款,罚款人民币5000元。,0.5,2024/8/9,2099/12/31,2025/8/9,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:45
07d7d295-ba8a-4c0b-8097-66755a47b52a,爱行者旅游(北京)有限公司, 91110105MA018FD99T,宋*石,(京)文执罚 〔2024〕第600220号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,爱行者旅游(北京)有限公司在2024年8月1日至2024年8月3日存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的违法行为。,《北京市旅游条例》第六十六条第一款,罚款,1.罚款伍仟元;,0.5,2024/10/31,2099/12/31,2025/10/31,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,27/12/2024 17:49:45
13158f69-daee-4043-953c-d676f883c40a,途自在国际旅行社（北京）有限公司,91110108MACJHKGW7D,王*,(京)文执罚 〔2024〕第600018号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,途自在国际旅行社(北京)有限公司于2023年10月04日期间，在组织团队名称为“ gw 北京三日游”的旅游活动中，该（单位）存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案的行为，依法对该单位作出罚款人民币五千元的行政处罚。,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元,0.5,2024/1/11,2099/12/31,2025/1/11,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:06:34
3b7ab9ce-f8cf-421d-bb3d-e33f301460b8,盛京仑国际旅行社（北京）有限公司,91110105560371408M,袁*,(京)文执罚 〔2023〕第600304号,未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,2023年07月17日至2023年07月23日期间，盛京仑国际旅行社（北京）有限公司组织赴迪拜七日游团队活动中的团队旅游信息未在“北京市旅游公共信息和咨询平台—旅游团队电子行程单备案系统”进行备案，依法对该单位作出罚款人民币5000元的行政处罚。,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/12/6,2099/12/31,2024/12/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:35
88aea5b0-3960-469b-b9b6-5034f18082d0,北京众乐旅游有限公司,91110106MA003N8B72,苗*佳,(京)文执罚 〔2023〕第600118号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京众乐旅游有限公司于2023年03月26日，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/6/21,2099/12/31,2024/6/21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:46
9af8f868-814a-421c-9ac2-360cad4ab7cc,北京中青乐游旅游有限公司,91110114MA01EBJH4J,李*涛,(京)文执罚 〔2023〕第600103号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京中青乐游旅游有限公司于2023年04月30日期间，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2023/6/6,2099/12/31,2024/6/6,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,13/6/2024 17:22:42
e783c3f0-2853-45d2-9b41-50071106e428,北京盛世六零旅游有限公司,91110108593816899F,王*锋,(京)文执罚 〔2025〕第600034号,旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,北京盛世六零旅游有限公司于2024年10月12日，存在旅行社未通过旅游公共信息和咨询平台向旅游行政部门进行团队旅游信息备案,《北京市旅游条例》第六十六条第一款,罚款,罚款人民币伍仟元。,0.5,2025/5/23,2099/12/31,2026/5/23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,0,法人及非法人组织,23/6/2025 11:18:04
