唯一标识,行政相对人名称,统一社会信用代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,是否删除,行政相对人类别,更新时间
17b65dd5-761b-42af-aebe-c4b4b1b0899d,北京轶伦文化传播有限公司,91110105MA029TUAX3,候*润,(京)文执罚 〔2023〕第200085号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京轶伦文化传播有限公司于2021年11月01日与2023年06月07日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:25
27cf9c0c-0408-48c7-9376-7459527bc56e, 北京唐红兴盛文化传播有限公司,91110105MA04BRGP0M,张*瑞,(京)文执罚 〔2023〕第200178号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）, 北京唐红兴盛文化传播有限公司于2021年08月01日与2023年08月22日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-11-23,2099-12-31,2024-11-23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:37
2df39120-443a-401d-9321-1fbc814c5810,北京满座文化科技有限公司,91110114MA01UQN5XW,张*腾,(京)文执罚 〔2023〕第200127号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京满座文化科技有限公司于2023年06月05日与2023年07月05日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-06,2099-12-31,2024-09-06,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:38
53db303a-3c2c-4270-961a-5644b27ed932,北京涵逸文化传播有限公司,91110115MACHJP3U03,詹*涵,(京)文执罚 〔2023〕第400253号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京涵逸文化传播有限公司于2023年05月24日与2023年07月13日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-21,2099-12-31,2024-09-21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:34
899839b2-3f67-44f7-ad2e-b9be5639db2f,北京五只猫文化科技有限公司,91110117MA020WF1XT,谢*强,(京)文执罚 〔2023〕第200185号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京五只猫文化科技有限公司于2022年07月20日与2023年09月07日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-12-05,2099-12-31,2024-12-05,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:40
91777d8c-d985-4b5d-a40a-562b5a6c727f,北京妖邀幺吆文化传媒有限公司,91110102MA04BWA60C,郑*为,(京)文执罚 〔2023〕第200082号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京妖邀幺吆文化传媒有限公司于2021年06月21日与2023年05月24日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:38
d240ada4-9b6f-4b26-891b-cd85832683ee,北京月相文化有限公司,91110108MA021FQ86N,牛*,(京)文执罚 〔2023〕第200152号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京月相文化有限公司于2023年08月01日至2023年08月21日期间，存在上架剧本包含可能影响未成年人身心健康内容的，未以显著方式作出提示的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-27,2099-12-31,2024-09-27,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:44
e1f7cf75-73dc-43ca-9b4f-bb427942237f,甲乙木（北京）健康管理有限公司,91110111MA04F8PU97,房*明,(京)文执罚 〔2023〕第200141号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,甲乙木（北京）健康管理有限公司于2023年07月12日与2023年07月16日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-23,2099-12-31,2024-09-23,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:35
5657a9fe-304d-4053-aa75-6854213b4cf8,北京初露峥嵘文化传媒有限公司,91110102MA04C2YM82,白***,(京)文执罚 〔2023〕第200086号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京初露峥嵘文化传媒有限公司于2022年10月01日与2023年05月25日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:42
6ab9a33e-fd50-41da-a125-d95e25db0f6d,北京智汇酷玩文化传媒有限公司,91110108MA01XE9B3A,成*,(京)文执罚 〔2023〕第200080号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京智汇酷玩文化传媒有限公司于2021年10月01日与2023年05月26日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:45
f96e9664-5b07-4f10-95b6-be8a0d7ebdd4,北京材剧志大科技有限公司,91110101MA01UD8U39,郎*,(京)文执罚 〔2023〕第200074号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京材剧志大科技有限公司于2023年03月01日与2023年06月10日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:28
889edf32-5b10-49a4-a572-e71688f92cab,北京三六拾八文化有限公司,91110105MA04BGFJ59,董*君,(京)文执罚 〔2023〕第200075号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京三六拾八文化有限公司于2023年05月12日与2023年05月30日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:23
af4c117b-b2a4-4662-b041-8ffc64e26e09,北京尚欣文化传媒有限公司,91110115MA7L78RW2E,李*,(京)文执罚 〔2023〕第400196号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京尚欣文化传媒有限公司于2022年05月01日与2023年08月03日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-30,2099-12-31,2024-08-30,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:47
d14efe1b-69ed-4d7f-aa59-e31d3a49030d,西藏悦读纪文化传媒有限公司北京分公司,91110105MA00CLWC1T,马*刚,(京)文执罚 〔2023〕第200071号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,西藏悦读纪文化传媒有限公司北京分公司于2022年09月01日与2023年05月26日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:41
eddcfa25-cb94-403c-b969-f78dfd8bd6a0,北京锦衣推理文化传媒有限公司,91110114MA04F00H13,范*明,(京)文执罚 〔2023〕第200072号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京锦衣推理文化传媒有限公司于2023年05月15日与2023年06月06日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:46
02245e44-bd71-4d4d-b6ed-7a330a4aaffd,北京六只耳文化娱乐有限责任公司,91110114MACC28EM1T,聂*鑫,(京)文执罚 〔2023〕第200126号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京六只耳文化娱乐有限责任公司于2023年03月31日至2023年07月14日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-06,2099-12-31,2024-09-06,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:40
1877b743-5f1c-46cf-99e8-27e00390cf60,北京有礼有面文化有限公司,91110105MACEL6NA0T,秦*阳,(京)文执罚 〔2023〕第200183号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京有礼有面文化有限公司于2023年06月15日与2023年09月08日期间，存在传播《中华人民共和国未成年人保护法》第五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-11-30,2099-12-31,2024-11-30,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:45
32fee79a-c2c1-406e-b692-ea38ebd0a4a0,北京深娱科技有限公司,91110105MA01QU511Y,杨*,(京)文执罚 〔2023〕第200113号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京深娱科技有限公司于2020年10月01日与2023年07月20日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-29,2099-12-31,2024-08-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:38
389594fa-11bb-4684-8f41-094431099905,北京不二熊湾仔娱乐中心（有限合伙）,91110105MA7D8HD04T,暴*勋,(京)文执罚 〔2023〕第200169号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京不二熊湾仔娱乐中心（有限合伙）于2023年09月03日与2023年09月05日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-11-07,2099-12-31,2024-11-07,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:44
49c9180b-f4ad-40df-b4f8-671bcdde79bf,北京集朋荟友文化传播有限公司,91110115MA01PBTW03,贾*曦,(京)文执罚 〔2023〕第400190号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京集朋荟友文化传播有限公司于2022年08月26日与2023年07月17日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-28,2099-12-31,2024-08-28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:31
a00b6cb1-277a-40b1-ac17-cded7f3e73ae,北京莫格文化传媒有限公司,91110106MA04DWDD8N,张*昊,(京)文执罚 〔2023〕第200078号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京莫格文化传媒有限公司于2021年11月25日与2023年06月06日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:39
f227ebfd-cd63-4daa-9b52-b8a2f53b9eef,泡泡堡（深圳）文化创意有限公司北京分公司,91110105MA01YUEJXQ,王*,(京)文执罚 〔2023〕第200140号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,泡泡堡（深圳）文化创意有限公司北京分公司于2021年01月14日至2023年08月01日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-22,2099-12-31,2024-09-22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:27
06d83053-4780-4a18-93e6-b03f2424d4b2,北京祈月娱乐文化有限公司,91110115MA7DF9059H,刘*君,(京)文执罚 〔2023〕第400189号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京祈月娱乐文化有限公司于2022年04月17日与2023年07月17日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-28,2099-12-31,2024-08-28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:23
14a6ff9e-bb94-4963-9aaf-7b3ce81cf66a,北京剧光灯文化传媒有限公司,91110115MA02ABK199,刘*瑄,(京)文执罚 〔2023〕第200121号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京剧光灯文化传媒有限公司于2023年04月01日与2023年06月27日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-05,2099-12-31,2024-09-05,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:44
1fa429e7-67fe-4503-b427-17859b8d376d,北京思维出道文化传媒有限公司,91110105MA04ERB27G,李*,(京)文执罚 〔2023〕第200122号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京思维出道文化传媒有限公司于2023年04月30日与2023年06月12日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-05,2099-12-31,2024-09-05,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:29
38bcf4cc-0f8c-48a9-b63d-01b1b5cdd9eb,北京杰荣文化有限公司,91110106MABY4Y4B8H,丁*莲,(京)文执罚 〔2023〕第200147号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京杰荣文化有限公司于2022年12月01日至2023年08月19日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-26,2099-12-31,2024-09-26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:43
3da24ff3-0357-4b6b-a543-500c15d3f8b4,北京不言和他的好朋友们文化传播有限公司,91110114MA04BQEB0P,聂*海,(京)文执罚 〔2023〕第500045号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,    北京不言和他的好朋友们文化传播有限公司于2023年08月16日与2023年08月23日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-10-11,2099-12-31,2024-10-11,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:40
91a208ce-435d-49e4-9b4d-6993277b93a4,宇阔（北京）文化娱乐有限公司,91110106MAC2Y9Q81R,刘*昊,(京)文执罚 〔2023〕第200055号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,宇阔（北京）文化娱乐有限公司于2022年11月23日与2023年05月13日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），给予警告的行政处罚。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-16,2099-12-31,2024-06-16,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:34
