唯一标识,行政相对人名称,统一社会信用代码,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,是否删除,行政相对人类别,更新时间
44e841ff-413f-4092-95e6-53026b710531,北京莱速科技有限责任公司,91110108MA01XQ7X3R,刘*,(京)文执罚 〔2023〕第200117号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京莱速科技有限责任公司于2023年04月23日与2023年06月21日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-01,2099-12-31,2024-09-01,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:35
5a7350b9-725d-4922-a866-6cba99d3ab78,北京惠红慧梓文化传播有限公司,91110115MA00H3796B,翟*鹏,(京)文执罚 〔2023〕第400254号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京市惠红慧梓文化传播有限公司于2023年03月31日与2023年08月03日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-21,2099-12-31,2024-09-21,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:32
ef4ecc0e-b1b5-489d-b0a3-bb6a18c62466,北京乐趣玩文化传媒有限公司,91110117MA04C3A24F,田*童,(京)文执罚 〔2023〕第200174号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京乐趣玩文化传媒有限公司于2023年08月19日与2023年09月19日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-11-10,2099-12-31,2024-11-10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:41
087e17d2-7963-4931-bccc-00dbaf852e88,北京王竹星琳文化传媒有限公司,91110105MA7CJWTE01,邓*,(京)文执罚 〔2023〕第200150号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京王竹星琳文化传媒有限公司于2023年06月10日至2023年09月07日期间，存在传播《中华人民共和国未成年人保护法》第五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-27,2099-12-31,2024-09-27,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:33
536f5b82-c66f-4be7-989b-99956285be96,北京建岛文化传媒有限公司,91110102MA7MXYM37E,刘*昭,(京)文执罚 〔2023〕第200094号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京建岛文化传媒有限公司于2023年05月01日与2023年06月09日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-30,2099-12-31,2024-06-30,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:28
75c83cf1-14f4-4751-9a4f-3cc28c95c091,北京天顺八酒店管理有限责任公司,91110107569541514J,陈*,(京)文执罚 〔2023〕第200088号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,    北京天顺八酒店管理有限责任公司于2023年06月03日与2023年06月12日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:30
a37ceb0a-8711-43d4-af65-df9d1c0a8f65,北京亓元文化有限责任公司,91110101MABNBKE95Q,常*骐,(京)文执罚 〔2023〕第200048号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京亓元文化有限责任公司于2023年03月15日至2023年03月29日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-09,2099-12-31,2024-06-09,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:34
d3898c7a-d36e-48f3-b14e-4c2eeff69961,西街十七号（北京）商贸有限公司,91110102MA02MDA16M,郭*琛,(京)文执罚 〔2023〕第200070号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,西街十七号（北京）商贸有限公司于2022年02月01日与2023年05月24日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:34
f87fb840-ed94-40a3-8eed-b08fb4577321,侦八厝（北京）娱乐文化有限公司,91110101MA02166L04,杜*轩,(京)文执罚 〔2023〕第200051号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,侦八厝（北京）娱乐文化有限公司于2023年01月01日与2023年05月09日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），依法作出行政处罚：警告。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-15,2099-12-31,2024-06-15,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:24
27719ab6-f716-4e39-a8ec-3861730bd4b6,北京久理文化有限公司,91110102MA029X4M3M,李*勋,(京)文执罚 〔2023〕第200084号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京久理文化有限公司于2021年04月16日与2023年05月08日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:33
953f746f-a0b6-4c4c-bb0c-d63ac708fc74,北京星兆流沙娱乐有限公司,91110115MA029QGT85,赵*伟,(京)文执罚 〔2023〕第400191号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京星兆流沙娱乐有限公司于2021年05月01日与2023年07月18日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-28,2099-12-31,2024-08-28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:33
97735ecf-56ce-464c-8022-6790737db8e9,北京剧诞娱乐有限公司,91110106MACL87N07E,吴*晗,(京)文执罚 〔2023〕第200149号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京剧诞娱乐有限公司于2023年08月15日至2023年09月12日期间，存在传播《中华人民共和国未成年人保护法》第五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-27,2099-12-31,2024-09-27,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:25
c4c8edf8-f0f9-4365-af3d-240f32102d78,北京君联万邦餐饮管理有限公司,91110105MA7KQU4315,陈*,(京)文执罚 〔2023〕第200165号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京君联万邦餐饮管理有限公司于2023年04月01日与2023年09月07日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-11-07,2099-12-31,2024-11-07,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:27
dd4443f3-b5ed-4a65-befe-03d51af86b34,北京明早文化传媒有限公司,91110101MA02M6LN76,余*婕,(京)文执罚 〔2023〕第200061号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京明早文化传媒有限公司于2022年02月01日与2023年05月28日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，依法作出警告行政处罚。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-20,2099-12-31,2024-06-20,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:39
2f017f8e-2d78-482a-ada5-5bfb296077bb,北京玩呗科技有限公司,91110115MA04G85A3E,陈*竹,(京)文执罚 〔2023〕第400218号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,"北京玩呗科技有限公司于2023年02月01日与2023年07月18日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）。该单位的上述行为违反了《中华人民共和国未成年人保护法》第五十一条的规定，依据《中华人民共和国未成年人保护法》第一百二十一条的规定,对该单位作出行政处罚。",《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-12,2099-12-31,2024-09-12,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:31
5f63b5e9-6b46-440a-8fe3-45d5a6a917a3,北京义永祥文化娱乐有限公司,91110102MADW6XLJ1K,韩*有,(京)文执罚 〔2025〕第200010号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京义永祥文化娱乐有限公司于2025年04月09日至2025年04月14日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2025-06-10,2099-12-31,2026-06-10,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,23/6/2025 11:18:05
7477924a-5d27-4467-a42f-7784a3702513,北京华心鉴文化传媒有限公司,91110102MA01XPEL7N,朱*蕙,(京)文执罚 〔2023〕第200115号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京华心鉴文化传媒有限公司于2020年12月与2023年06月期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-01,2099-12-31,2024-09-01,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:41
a0571256-cbb6-4dde-a67b-96fc62e066e5,北京异之城文化传播有限公司,91110105MA7LJJP62A,宋*艳,(京)文执罚 〔2023〕第200130号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京异之城文化传播有限公司于2022年03月16日至2023年07月19日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-06,2099-12-31,2024-09-06,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:41
a550268d-6c21-4825-85af-11615c60ceac,北京摩卡甄选文化传媒有限公司,91110101MA7G9Q3R44,张*航,(京)文执罚 〔2024〕第200018号,制作、复制、出版、发布、传播含有《未成年人保护法》五十条禁止内容的文化产品（应由文化综合执法机构处罚的行为）,   北京摩卡甄选文化传媒有限公司于2022年12月01日与2023年12月19日，存在传播含有《中华人民共和国未成年人保护法》五十条禁止内容的文化产品的违法行为，违法所得人民币壹仟壹佰柒拾陆元。,《中华人民共和国未成年人保护法》第一百二十一条,警告;罚款;没收违法所得、没收非法财物,1.没收违法所得人民币壹仟壹佰柒拾陆元;2.警告;3.罚款人民币贰仟元。,0.2,0.1176,2024-02-06,2099-12-31,2025-02-06,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:06:26
c61d0ab2-fd2c-4065-9cc1-a12e6a0fab09,北京语墨沁竹文化传媒有限公司,91110108MAD7C3E26K,房*菲,(京)文执罚 〔2024〕第200061号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京语墨沁竹文化传媒有限公司于2023年12月26日至2024年04月15日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2024-06-08,2099-12-31,2025-06-08,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:06:31
cf4b5293-565a-4a2f-962d-683d915dab1e,北京市由马思维逻辑竞技娱乐店（经营者：肖振坤）,92110106MAC0LXPE7P,肖*坤,(京)文执罚 〔2023〕第200146号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京市由马思维逻辑竞技娱乐店于2023年01月31日与2023年09月03日期间，存在传播《中华人民共和国未成年人保护法》第五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-26,2099-12-31,2024-09-26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,个体工商户,13/6/2024 17:22:35
05feea49-064c-4a79-88c4-74d8b2fa5e0c,北京柏晟文化传播有限公司,91110115MA028JK28A,马*晟,(京)文执罚 〔2023〕第400213号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京柏晟文化传播有限公司于2021年05月01日与2023年08月03日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-12,2099-12-31,2024-09-12,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:43
6720b2dc-0fb4-4057-b987-d1be016d682e,北京风起逍遥文化传播有限公司,91110106MA01Q83Y9F,冀*宇,(京)文执罚 〔2023〕第200143号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京风起逍遥文化传播有限公司于2021年08月15日至2023年09月03日期间，存在传播《中华人民共和国未成年人保护法》第五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-25,2099-12-31,2024-09-25,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:39
32c35d38-b191-475e-a656-974cdccac71f,北京玖号别馆文化传播有限公司,91110108MA04BE2A3X,王*淳,(京)文执罚 〔2025〕第200026号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京玖号别馆文化传播有限公司于2024年04月25日至2025年07月24日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,1.警告;,,,2025-10-22,2099-12-31,2026-10-22,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,22/12/2025 16:07:25
67532249-4d31-4f7a-83f6-0d97cd54adac,北京柒乐互动网络科技有限公司,91110105MA01BXB838,苏*,(京)文执罚 〔2023〕第200119号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京柒乐互动网络科技有限公司于2023年06月09日与2023年06月13日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-05,2099-12-31,2024-09-05,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:36
685e7c84-e49e-4c76-8820-ac5dced99159,北京折耳猫室内娱乐有限公司,91110115MA04BXML2H,祝*孝,(京)文执罚 〔2023〕第400188号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京折耳猫室内娱乐有限公司于2022年10月08日与2023年07月14日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-28,2099-12-31,2024-08-28,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:22
6ddf68c7-9a48-4e67-9b5b-fbd62d54878c,芯瑶（北京）文化传媒有限责任公司,91110115MA02A8H387,杨*鲲,(京)文执罚 〔2023〕第400198号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,芯瑶（北京）文化传媒有限责任公司于2021年07月20日与2023年08月15日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-31,2099-12-31,2024-08-31,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:30
a7d46ca5-8ac6-44e3-bbaf-1f2af436d1cd,北京不俗文化娱乐有限公司,91110105MA0205A9X4,沙*乙,(京)文执罚 〔2023〕第200144号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京不俗文化娱乐有限公司于2022年07月19日与2023年08月01日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，且未以显著方式作出适龄提示，给予该单位警告的行政处罚。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-26,2099-12-31,2024-09-26,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:37
da3f112c-a90f-424b-a73c-35aba07031c6,北京优米玩剧本娱乐中心（经营者：沈一丁）,92110105MACB8XBU85,沈*丁,(京)文执罚 〔2023〕第200135号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京优米玩剧本娱乐中心（经营者：沈一丁）于2023年04月15日至2023年08月21日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的行为，给予警告的行政处罚。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-19,2099-12-31,2024-09-19,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,个体工商户,13/6/2024 17:22:42
01363a3a-44f9-4945-8927-d0a5bde89936,咆哮村（北京）文化传媒有限公司,91110302MA00FG029K,王*,(京)文执罚 〔2023〕第400192号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,咆哮村（北京）文化传媒有限公司于2023年06月与2023年07月期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示行为。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-08-30,2099-12-31,2024-08-30,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:34
1a537b2e-a80f-4a53-ac5a-481b8d61425d,北京轶伦文化传播有限公司,91110105MA029TUAX3,侯*润,(京)文执罚 〔2023〕第200118号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京轶伦文化传播有限公司存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-04,2099-12-31,2024-09-04,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:42
1f302f2a-2c1f-4746-8df6-5628e754eccf,北京角宿一文化传播有限公司,91110108MA04F8H45N,钟*阳,(京)文执罚 〔2023〕第200173号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京角宿一文化传播有限公司于2022年03月与2023年09月19日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-11-08,2099-12-31,2024-11-08,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:30
395a3423-1cf8-4219-b388-4f332ab72b4b,咆哮村（北京）文化传媒有限公司,91110302MA00FG029K,王*,(京)文执罚 〔2024〕第200059号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,咆哮村（北京）文化传媒有限公司于2024年02月20日至2024年03月28日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为），无违法所得,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2024-06-08,2099-12-31,2025-06-08,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:06:31
47ada2c1-333a-45de-bf6c-fd6492ba7fe4,北京拾方文化娱乐有限公司,91110105MA01YUPB47,尚*,(京)文执罚 〔2023〕第200134号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京拾方文化娱乐有限公司于2023年05月15日至2023年08月23日期间，存在出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示的违法行为，给予警告的行政处罚。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-09-18,2099-12-31,2024-09-18,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:34
4f1a9b20-84d4-4c70-8425-cf2feae1c9f9,北京麦骋文化有限公司,91110106MA02AYUM7D,吴*萌,(京)文执罚 〔2023〕第200087号,出版、发布、传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）,北京麦骋文化有限公司于2023年04月01日与2023年05月30日期间，存在传播《未成年人保护法》五十一条规定的内容，包含可能影响未成年人身心健康内容的，未以显著方式作出提示（应由文化综合执法机构处罚的行为）的违法行为，无违法所得。,《中华人民共和国未成年人保护法》第一百二十一条,警告,警告。,,,2023-06-29,2099-12-31,2024-06-29,北京市文化和旅游局,11110000777051923C,北京市文化市场综合执法总队,11110000MB1G486092,,0,法人及非法人组织,13/6/2024 17:22:33
