是否已注销,产权单位企业名称,登记编号,设备类型,生产厂家,产权单位统一社会信用代码
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-S81816,施工升降机,北京宏升卓越工程机械有限公司,911101148026600002
有效,北京鑫金建筑机械租赁有限公司,京CY-S57532,施工升降机,黄骅市昌达起重设备有限公司,91110105663114228C
有效,北京庞源机械工程有限公司,京TZ-T71419,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京龙泰机械设备安装有限公司,京FT-T55084,塔式起重机,中联重科股份有限公司,911101061021981424
有效,北京中援机械设备有限公司,京PG-T59422,塔式起重机,中联重科股份有限公司,911101126728456045
有效,北京天宇伟业建筑装饰工程有限公司,京HR-S62378,施工升降机,黄骅市昌达起重设备有限公司,911101165636558952
有效,北京悫信建功建筑机械有限公司,京XC-S80263,施工升降机,北京汇鑫机械厂,9111010271779096X8
有效,北京方圆安泰商贸有限公司,京FS-T78410,塔式起重机,抚顺永茂建筑机械有限公司,91110111666289920G
有效,北京国成伟业机械设备租赁有限公司,京HR-S73691,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京万盛汇鑫建筑机械设备租赁有限公司,京TZ-S57343,施工升降机,河南省川达建筑机械有限公司,91110112593847513T
有效,北京富达建筑设备租赁有限公司,京HD-T58119,塔式起重机,中联重科股份有限公司,91110108793447506N
有效,北京厚德伟业建筑机械租赁有限公司,京HR-T79883,塔式起重机,亚泰重工股份有限公司,91110116MA00GQ961J
有效,北京中天建筑机械设备租赁有限公司,京CY-T79276,塔式起重机,亚泰重工股份有限公司,91110105700376332Y
有效,北京首大机械工程有限公司,京HR-W58972,物料提升机,天津市宝亮建筑机械有限公司,91110116MA01ND6G83
有效,中臻（北京）建设工程有限公司,京TZ-S62219,施工升降机,中联重科股份有限公司,91110112MA01FFBM0A
有效,北京国建信达机械设备租赁有限公司,京FS-S72346,施工升降机,中联重科股份有限公司,92110111MA00XJ3P23
有效,北京江鹏建筑机械租赁有限公司,京YZ-T53442,塔式起重机,长沙中联重工科技发展股份有限公司,91110302MA01PMWC68
有效,北京龙泰机械设备安装有限公司,京FT-T80728,塔式起重机,中联重科股份有限公司,911101061021981424
有效,北京六建集团有限责任公司,京HD-T59052,塔式起重机,抚顺永茂建筑机械有限公司,911101081011064969
有效,北京安泰顺昌商贸有限公司,京TZ-T68403,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110112685146431D
有效,北京金久安建筑设备租赁有限公司,京PG-S66551,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京顺昌安泰建筑机械租赁有限公司,京FS-S58774,施工升降机,北京宏升卓越工程机械有限公司,91110106580836591K
有效,北京天罡星机械设备租赁有限公司,京TZ-S60343,施工升降机,中联重科股份有限公司,91110112792139325U
有效,北京图腾机械工程租赁有限公司,京HR-T56002,塔式起重机,中联重科股份有限公司,91110116MA01Q2QY9T
有效,北京豪联宝顺建筑机械有限公司,京FT-S72358,施工升降机,北京宏升卓越工程机械有限公司,91110106102741555B
有效,北京宏达盛都商贸有限公司,京DX-S80681,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京久尚昌盛建筑机械租赁有限公司,京FS-S68197,施工升降机,亚泰重工股份有限公司,91110111306403881H
有效,北京市龙光机电设备有限公司,京HR-S65846,施工升降机,天津京龙工程机械有限公司,91110116633716201A
有效,北京紫竹慧建设服务股份有限公司,京MT-S66185,施工升降机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京汇鑫机械厂,京DC-S61153,施工升降机,北京汇鑫机械厂,9111010110151393XX
有效,北京汇聚同安设备安装有限公司,京MY-T80941,塔式起重机,抚顺永茂建筑机械有限公司,91110228MA01MPXP06
有效,北京瑞明建筑机械设备租赁有限公司,京TZ-T80929,塔式起重机,中联重科股份有限公司,91110112589143003H
有效,北京江鹏建筑机械租赁有限公司,京YZ-T80763,塔式起重机,中联重科股份有限公司,91110302MA01PMWC68
有效,北京金久安建筑设备租赁有限公司,京PG-S66499,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京天宇伟业建筑装饰工程有限公司,京HR-T78285,塔式起重机,徐州建机工程机械有限公司,911101165636558952
有效,北京紫竹慧建设服务股份有限公司,京MT-S62872,施工升降机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京鑫兴鹏发机械设备有限公司,京MT-T62178,塔式起重机,中联重科股份有限公司,91110109726337788Q
有效,北京悫信建功建筑机械有限公司,京XC-S62609,施工升降机,北京汇鑫机械厂,9111010271779096X8
有效,北京国成伟业机械设备租赁有限公司,京HR-S75597,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京住总第四开发建设有限公司,京CY-T36578,塔式起重机,北京永茂建工机械制造有限公司,911100006843543195
有效,北京宏达盛都商贸有限公司,京DX-S59395,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京荣基建筑机械设备租赁有限公司,京CP-S76342,施工升降机,北京宏升卓越工程机械有限公司,91110114MA01EWF4XC
有效,北京庞源机械工程有限公司,京TZ-T68222,塔式起重机,江西中天智能装备股份有限公司,911101125568120205
有效,北京鑫盈佳诺机械设备租赁有限公司,京FS-T71742,塔式起重机,中联重科股份有限公司,91110111MA01DK783E
有效,北京金久安建筑设备租赁有限公司,京HR-S76044,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京庞源机械工程有限公司,京TZ-T55531,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京齐君设备租赁有限公司,京DX-T81242,塔式起重机,徐州建机工程机械有限公司,911101156637463991
有效,北京万盛汇鑫建筑机械设备租赁有限公司,京TZ-S60039,施工升降机,河南省川达建筑机械有限公司,91110112593847513T
有效,北京国成伟业机械设备租赁有限公司,京HR-S73569,施工升降机,北京宏升卓越工程机械有限公司,91110116690814270C
有效,北京新鸿泰机械设备租赁有限公司,京HD-S55511,施工升降机,北京金山建筑机械厂,91110108102046931J
有效,北京瑞麒铭建筑机械租赁有限责任公司,京CP-T79141,塔式起重机,徐州建机工程机械有限公司,911101148026600002
有效,北京市第三建筑工程有限公司,京XC-T32101,塔式起重机,抚顺永茂建筑机械有限公司,91110000101389748B
有效,北京正和恒泰机械工程有限公司,京MY-T55214,塔式起重机,长沙中联重工科技发展股份有限公司,91110228MA018UPN0B
有效,北京中弘盛世机械租赁有限公司,京PG-T70342,塔式起重机,沈阳三洋建筑机械有限公司,91110117MA01QEJ84P
有效,北京中天建筑机械设备租赁有限公司,京CY-T72935,塔式起重机,抚顺永茂建筑机械有限公司,91110105700376332Y
有效,中建二局第三建筑工程有限公司,京FT-T80163,塔式起重机,廊坊中建机械有限公司,9111000063370987XW
有效,北京君英建设工程有限公司,京SY-T74892,塔式起重机,抚顺永茂建筑机械有限公司,91110113MAD3GNCT79
有效,北京庞源机械工程有限公司,京TZ-T79186,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京中灿世纪红机械有限公司,京SY-S81927,施工升降机,河北天罡星机械设备有限公司,91110111MA01ECW35U
有效,北京鑫金建筑机械租赁有限公司,京CY-S59802,施工升降机,中联重科股份有限公司,91110105663114228C
有效,海林建业（北京）建筑机械设备租赁有限公司,京FS-T57619,塔式起重机,徐州建机工程机械有限公司,91110111MA01M8K743
有效,北京三磊建功建筑机械租赁有限公司,京TZ-T65628,塔式起重机,辽宁天一重工有限公司,911101126977357007
有效,北京市龙光机电设备有限公司,京HR-S59066,施工升降机,天津京龙工程机械有限公司,91110116633716201A
有效,北京宏达盛都商贸有限公司,京DX-S66288,施工升降机,大汉科技股份有限公司,91110115665626251Q
有效,北京宏福兴达建筑器材设备租赁有限公司,京CP-T63297,塔式起重机,长沙中联重工科技发展股份有限公司,91110114563617987F
有效,北京安泰宏达机械设备有限公司,京FS-W54572,施工升降机,黄骅市昌达起重设备有限公司,9111010656360457XU
有效,中铁建设集团北京工程有限公司,京SJ-S77557,施工升降机,广州市特威工程机械有限公司,9111010706489893X2
有效,北京松林伟业机械设备安装有限公司,京FS-S80852,施工升降机,徐州建机工程机械有限公司,91110111102325770K
有效,北京宏达永鑫机械设备租赁有限公司,京PG-S77376,施工升降机,邢台亚泰重工机械有限公司,91110105567433528T
有效,北京庞源机械工程有限公司,京TZ-T79659,塔式起重机,中联重科股份有限公司,911101125568120205
有效,北京龙友设备租赁有限公司,京MT-S72414,施工升降机,北京宏升卓越工程机械有限公司,911101096343243226
有效,北京城乡中昊建设有限责任公司,京DC-T60732,塔式起重机,沈阳三洋建筑机械有限公司,91110101101119844W
有效,北京庞源机械工程有限公司,京TZ-T77135,塔式起重机,陕西建设机械股份有限公司,911101125568120205
有效,北京天和建筑机械设备租赁有限责任公司,京FT-S53183,施工升降机,北京宏升卓越工程机械有限公司,911101066336408682
有效,北京三上永成工程设备安装有限公司,京FS-T66229,塔式起重机,徐州建机工程机械有限公司,91110111MA01R0BA77
有效,北京华东顺成机械设备租赁有限公司,京DX-S71508,施工升降机,廊坊中建机械有限公司,911101156963942036
有效,北京金鼎盛起重建筑机械设备有限公司,京DX-S56841,施工升降机,北京金鼎盛起重建筑机械设备有限公司,91110115666921391C
有效,北京新震环宇机械设备租赁有限责任公司,京TZ-T58489,塔式起重机,江麓机电集团有限公司,91110112760912520P
有效,北京紫竹慧建设服务股份有限公司,京MT-T67553,塔式起重机,湖北江汉建筑工程机械有限公司,91110109700090035D
有效,北京天罡星机械设备租赁有限公司,京TZ-S55587,施工升降机,中联重科股份有限公司,91110112792139325U
有效,北京庞源机械工程有限公司,京TZ-S61617,施工升降机,中联重科股份有限公司,911101125568120205
有效,北京荣基建筑机械设备租赁有限公司,京CP-T79155,塔式起重机,广西建工集团建筑机械制造有限责任公司,91110114MA01EWF4XC
有效,北京建源机械租赁有限公司,京HR-S62880,施工升降机,黄骅市昌达起重设备有限公司,91110116MA00DCND3U
有效,中铁建设集团北京工程有限公司,京SJ-T80289,塔式起重机,抚顺永茂建筑机械有限公司,9111010706489893X2
有效,北京荣基建筑机械设备租赁有限公司,京CP-S80039,施工升降机,北京宏升卓越工程机械有限公司,91110114MA01EWF4XC
有效,中臻（北京）建设工程有限公司,京TZ-T63293,塔式起重机,沈阳三洋建筑机械有限公司,91110112MA01FFBM0A
有效,北京正和恒泰机械工程有限公司,京MY-T58385,塔式起重机,四川强力建筑机械有限公司,91110228MA018UPN0B
有效,北京金久安建筑设备租赁有限公司,京PG-S68942,施工升降机,北京宏升卓越工程机械有限公司,911102288020872162
有效,北京永泰嘉业工程机械租赁有限公司,京HR-S61365,施工升降机,北京宏升卓越工程机械有限公司,91110116MA01NDFW6C
有效,北京国建信达机械设备租赁有限公司,京FS-S69885,施工升降机,大汉科技股份有限公司,92110111MA00XJ3P23
