项目名称,项目所在行政区划代码,土地面积,土地用途,出让年限,土地坐落,成交价格（万元）,价格币种代码,价格单位,受让人名称,受让人类别,受让人代码,成交公示标题,成交公示内容,公示发布时间,更新时间
,,,,,,,,1,,,,,,,2.01912E+13
丰台区卢沟桥南里4、5、6号地块棚改定向安置房项目629地块,110000,7968,医卫慈善用地（养老设施）,/,丰台区卢沟桥南里4、5、6号629地块,0,156,1,北京京城置地有限公司,国有独资公司,91110229306790121K,北京市规划和国土资源管理委员会土地划拨结果公告,"<style> tr th, tr td { border: 1px solid #000; } </style> <div class=""tdcr-detail-wrap""> <table class=""list""> <tr> <th>受让方名称</th> <td>北京京城置地有限公司</td> </tr> <tr> <th>土地位置</th> <td>丰台区卢沟桥南里4、5、6号629地块</td> </tr> <tr> <th>区县</th> <td>丰台区</td> </tr> <tr> <th>宗地面积</th> <td>7968.22</td> </tr> <tr> <th>规划建筑面积</th> <td>17780</td> </tr> <tr> <th>宗地用途</th> <td>医卫慈善用地（养老设施）</td> </tr> <tr> <th>签约时间</th> <td>2021-11-16</td> </tr> <tr> <th>容积率</th> <td>1.8</td> </tr> <tr> <th>发布时间</th> <td>2021-12-09</td> </tr> </table> </div>",2.02112E+13,2.02112E+13
,,,,,,,,0,,,,,,,2.01903E+13
,,,,,,,,0,,,,,,,2.01811E+13
,,,,,,,,0,,,,,,,2.01907E+13
,,,,,,,,0,,,,,,,2.01801E+13
,,,,,,,,0,,,,,,,2.01911E+13
,,,,,,,,0,,,,,,,2.02003E+13
,,,,,,,,0,,,,,,,2.01906E+13
,,,,,,,,0,,,,,,,2.01708E+13
,,,,,,,,0,,,,,,,2.02001E+13
