主键ID,企业名称,检查实施单位,检查时间,检查事项,检查结果,时间戳,统一社会信用代码
425ce513f32f40be82b0f60cb1aab838,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,有从业人员食品安全知识培训制度，并有相关培训记录。,1,2/9/2024 14:44:42,9111022866841369XA
3fa8874bde144cdebb85a1a4aee929f3,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,有召回食品无害化处理、销毁等措施，未发现召回食品再次流入市场（对因标签存在瑕疵实施召回的除外）。,1,2/9/2024 14:44:42,9111022866841369XA
3e920c1aae1c4aefbbd8b5553f5489e7,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,有食品安全处置方案，并定期检查食品安全防范措施落实情况，及时消除食品安全隐患。,1,2/9/2024 14:44:42,9111022866841369XA
3d4be1143c8c439ca7dcb26e8890f707,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,未发现食品、食品添加剂的标签、说明书涉及疾病预防、治疗功能，未发现保健食品之外的食品标签、说明书涉及保健功能。,1,2/9/2024 14:44:42,9111022866841369XA
39eb4eacf3ba401b8ebadda0f8a87c4f,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,企业负责人在企业内部制度制定、过程控制、安全培训、安全检查以及食品安全事件或事故调查等环节履行了岗位职责并有记录。,1,2/9/2024 14:44:42,9111022866841369XA
38068cfdabaf478fb03deadc322cd7e3,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,有温、湿度等生产环境监测要求的，定期进行监测并记录。,1,2/9/2024 14:44:42,9111022866841369XA
37cdc1e098a5473eb324dc01293a3f78,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,委托生产的食品标签清晰标注委托方、受托方的名称、地址、联系方式等信息。,1,2/9/2024 14:44:42,9111022866841369XA
315df5cb280b4ceb88a722ea0f3ee761,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,未发现聘用禁止从事食品安全管理的人员。,1,2/9/2024 14:44:42,9111022866841369XA
310fa150e1f743dc8a90e97cdc36d449,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,具有合法主体资质，生产许可证在有效期内。,1,2/9/2024 14:44:42,9111022866841369XA
3060d34c038b42d7b8128d99a2d55a2c,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,建立和保存食品原料、食品添加剂、食品相关产品的贮存、保管记录、领用出库和退库记录。,1,2/9/2024 14:44:42,9111022866841369XA
305e99670e124ef9bfa6686a69435a52,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,使用的食品原料、食品添加剂、食品相关产品的品种与索证索票、进货查验记录内容一致。,1,2/9/2024 14:44:42,9111022866841369XA
2c1175c9fa074fa6a1135d21cf3d2894,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,委托方、受托方具有有效证照，委托生产的食品、食品添加剂符合法律、法规、食品安全标准等规定。,1,2/9/2024 14:44:42,9111022866841369XA
28355a8b55444c4b8689d7df379109d8,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,食品生产加工用水的水质符合规定要求并有检测报告，与其他不与食品接触的用水以完全分离的管路输送。,1,2/9/2024 14:44:42,9111022866841369XA
20876b9cd7ef40a0aad30f44b38bdda1,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,根据产品特点建立和执行相适应的贮存、运输及交付控制制度和记录。,1,2/9/2024 14:44:42,9111022866841369XA
1b71ce2bfe434095be8596a5a47d7beb,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,仓库温湿度符合要求。,1,2/9/2024 14:44:42,9111022866841369XA
1664390ad8e64dd4b34007de1964d39f,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,对前次监督检查发现的问题完成整改。,1,2/9/2024 14:44:42,9111022866841369XA
1556eef17238465d8a4c8f9261d039ee,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,查验食品原料、食品添加剂、食品相关产品供货者的许可证、产品合格证明文件等；供货者无法提供有效合格证明文件的，有检验记录。,1,2/9/2024 14:44:42,9111022866841369XA
103595688c5f4291aae52660c409ecbc,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,保健食品原料提取物或原料前处理符合要求。,1,2/9/2024 14:44:42,9111022866841369XA
0f3121cf550a4cd2a4f9c1cac44c09ed,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,食品添加剂生产使用的原料和生产工艺符合产品标准规定。复配食品添加剂配方发生变化的，按规定报告。,1,2/9/2024 14:44:42,9111022866841369XA
0dad708b4b0840559a1c3cc5fa139da9,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,未发现使用非食品原料、食品添加剂以外的化学物质、回收食品、超过保质期与不符合食品安全标准的食品原料和食品添加剂投入生产。,1,2/9/2024 14:44:42,9111022866841369XA
079afa16841f4baf8b7eb36e21575c86,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,签订委托生产合同，约定委托生产的食品品种、委托期限等内容。,1,2/9/2024 14:44:42,9111022866841369XA
065f5ee899f0409b8ceca86944a43704,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,建立并实施食品安全追溯制度，并有相应记录。,1,2/9/2024 14:44:42,9111022866841369XA
04975e9ebe8c4719a098f5c0e66cabee,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,车间内使用的洗涤剂、消毒剂等化学品明显标示、分类贮存，与食品原料、半成品、成品、包装材料等分隔放置，并有相应的使用记录。,1,2/9/2024 14:44:42,9111022866841369XA
0344a612442748d69b45cf1544ae410f,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,未发现待加工食品与直接入口食品、原料与成品交叉污染。,1,2/9/2024 14:44:42,9111022866841369XA
029ef6612d1f45e3a40f3d70d16b9931,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,生产现场未发现人流、物流交叉污染。,1,2/9/2024 14:44:42,9111022866841369XA
0067be3d9a6743cb951205e86136aa35,北京世纪京纯蜂产品有限责任公司,北京市密云区市场监督管理局,,批生产记录真实、完整、可追溯，批生产记录中的生产工艺和参数等与工艺规程和有关制度要求一致。,1,2/9/2024 14:44:42,9111022866841369XA
fdaad5b44a214c2b971b5b2ed2990c25,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有定期排查食品安全风险隐患的记录。,1,9/8/2024 14:58:22,91110113102544578B
fab5252ebe4640a6aa16e64292890f17,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有出厂记录，如实记录食品的名称、规格、数量、生产日期或者生产批号、检验合格证明、销售日期以及购货者名称、地址、联系方式等内容。,1,9/8/2024 14:58:22,91110113102544578B
f5a0d007fe824659acf9322e87827fb3,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,进货查验记录及证明材料真实、完整，记录和凭证保存期限符合要求。,1,9/8/2024 15:01:48,91110113786859465C
f5485cba399348969121a493b2bac5dc,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,具有合法主体资质，生产许可证在有效期内。,1,9/8/2024 15:01:48,91110113786859465C
f47573aa831c4c8f82f2a66b506bfcdb,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,仓库温湿度符合要求。,1,9/8/2024 15:01:48,91110113786859465C
f420fc477a1c4a06a49fd1aa21ad0ba2,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现使用非食品原料、食品添加剂以外的化学物质、回收食品、超过保质期与不符合食品安全标准的食品原料和食品添加剂投入生产。,1,9/8/2024 15:01:48,91110113786859465C
ed24da144700422ba69220c73f678d15,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,生产现场未发现人流、物流交叉污染。,1,9/8/2024 15:01:48,91110113786859465C
e6a0ed5f03e14adfacb13fe8c86fe84d,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,定期对生产质量管理体系的运行情况进行自查，保证其有效运行，并向所在地县级人民政府市场监督管理部门提交自查报告，自查发现问题整改率达100%。,1,9/8/2024 15:01:48,91110113786859465C
e10ccb9d55ec4ddca43ece7c5f75648c,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现标注虚假生产日期或批号的情况。,1,9/8/2024 15:01:48,91110113786859465C
dd7b0f288ccb40c3bd63169a85755864,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有定期排查食品安全风险隐患的记录。,1,9/8/2024 15:01:48,91110113786859465C
d8fb0bcf591a49fabd421ae4d294bb2d,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现使用药品生产食品，未发现仅用于保健食品的原料生产保健食品以外的食品。,1,9/8/2024 15:01:48,91110113786859465C
d748cfde8f7c4ac6a04865c5d6a72380,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,实际生产的特殊食品按规定注册或备案，注册证书或备案凭证符合要求。,1,9/8/2024 15:01:48,91110113786859465C
d69b740877784225800588a50751fb34,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,委托方持有保健食品注册证书或注册转备案凭证，受托方具备相应的生产能力且能完成生产委托品种的全部生产过程。,1,9/8/2024 14:58:22,91110113102544578B
d605531c9698410d86bbd647d3288847,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,对前次监督检查发现的问题完成整改。,1,9/8/2024 14:58:22,91110113102544578B
d4b5cf838cf848fa9f12d3d1d35f014b,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,对前次监督检查发现的问题完成整改。,1,9/8/2024 14:58:22,91110113102544578B
d3c6bfd7761b42c99ee10901799ef15c,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,对出厂的婴幼儿配方食品、特殊医学用途婴儿配方食品等按照要求批批全项目自行检验，每年对全项目检验能力进行验证。,1,9/8/2024 15:01:48,91110113786859465C
d0472fb1a6a0432fba62349ad5aedb56,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现聘用禁止从事食品安全管理的人员。,1,9/8/2024 15:01:48,91110113786859465C
d001edb538b04e1caad5ae8fd95adff4,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有委托方对受托方生产行为进行监督的记录。,1,9/8/2024 15:01:48,91110113786859465C
ce756d7a3bf14653ba750454c884dcc8,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有食品安全管理人员、食品安全专业技术人员培训和考核记录，未发现考核不合格人员上岗。,1,9/8/2024 14:58:22,91110113102544578B
cbea7df418e04f57b5f46fce5ad9f2e9,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有出厂记录，如实记录食品的名称、规格、数量、生产日期或者生产批号、检验合格证明、销售日期以及购货者名称、地址、联系方式等内容。,1,9/8/2024 15:01:48,91110113786859465C
cbd308711fbb439593361b3b39dc7e38,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,未发现食品安全追溯信息记录不真实、不准确等情况。,1,9/8/2024 14:58:22,91110113102544578B
c8f77cd40d7d408aa3210c05d1fde72f,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,厂区、车间与有毒、有害场所及其他污染源保持规定的距离或具备有效防范措施。,1,9/8/2024 15:01:48,91110113786859465C
bf4365e53901490b9848b2e8739b34db,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,预包装食品的包装有标签，标签标注的事项完整、真实。,1,9/8/2024 15:01:48,91110113786859465C
beecd1bc55be4e04b25dd1f184210edc,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,根据产品特点建立和执行相适应的贮存、运输及交付控制制度和记录。,1,9/8/2024 15:01:48,91110113786859465C
bd5792d8cb6e403dbd05a55819986577,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立信息化食品安全追溯体系的，电子记录信息与纸质记录信息保持一致。,1,9/8/2024 15:01:48,91110113786859465C
b7ee6ec134874d5bb7fd96f242878ccc,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,生产设备设施定期维护保养，并有相应的记录。,1,9/8/2024 15:01:48,91110113786859465C
b14d1ba382fe470bbaedb2c1d4d7b579,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有从业人员食品安全知识培训制度，并有相关培训记录。,1,9/8/2024 15:01:48,91110113786859465C
b00ef5d9890b4383a68174f03afa2c85,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立并执行从业人员健康管理制度，从事接触直接入口食品工作的人员具备有效健康证明，符合相关规定。,1,9/8/2024 15:01:48,91110113786859465C
ae71b15e685340bfbf9780a285e59f37,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,厂区无扬尘、无积水，厂区、车间卫生整洁。,1,9/8/2024 15:01:48,91110113786859465C
ae3c99dd4d714a04bbd355c62cba54ac,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,发生食品安全事故的，对导致或者可能导致食品安全事故的食品及原料、工具、设备、设施等，立即采取封存等控制措施，并向事故发生地市场监督管理部门报告。,1,9/8/2024 15:01:48,91110113786859465C
aaad5f166a0141c4b593ac11726aea18,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,按规定时限保存检验留存样品并记录留样情况。,1,9/8/2024 15:01:48,91110113786859465C
aa4cb44307194407bf1c96e54783da30,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,食品添加剂生产使用的原料和生产工艺符合产品标准规定。复配食品添加剂配方发生变化的，按规定报告。,1,9/8/2024 15:01:48,91110113786859465C
9ead4d715d3245c993a54f6a7976745e,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,通风、防尘、排水、照明、温控等设备设施正常运行，存放垃圾、废弃物的设备设施标识清晰，有效防护。,1,9/8/2024 15:01:48,91110113786859465C
9d8c6ccbac2641cab80fa90390b555a2,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,生产特殊食品使用的原料、食品添加剂与注册或备案的技术要求一致。,1,9/8/2024 15:01:48,91110113786859465C
9abad641d37f444ea442a632818080ce,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立和保存不合格品的处置记录，不合格品的批次、数量应与记录一致。,1,9/8/2024 15:01:48,91110113786859465C
96e238ce0ad5486da54c6ea1862ecba0,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立企业主要负责人全面负责食品安全工作制度，配备食品安全管理人员、食品安全专业技术人员。,1,9/8/2024 15:01:48,91110113786859465C
8eb80bc118154323a2592727040ca534,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,对出厂的婴幼儿配方食品、特殊医学用途婴儿配方食品等按照要求批批全项目自行检验，每年对全项目检验能力进行验证。,1,9/8/2024 14:58:22,91110113102544578B
8da16f15d3ab41b68109d689a260beba,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,实施不安全食品的召回，召回和处理情况向所在地市场监管部门报告。,1,9/8/2024 15:01:48,91110113786859465C
8c5bf349a36a45b0a37d724d314ca217,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,签订委托生产合同，约定委托生产的食品品种、委托期限等内容。,1,9/8/2024 15:01:48,91110113786859465C
8aef0947cf5f4d64b4ce91097322fe81,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,食品原料、食品相关产品的贮存有专人管理，贮存条件符合要求。,1,9/8/2024 15:01:48,91110113786859465C
8acd8acf161843c68eb6dce0218cdd66,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,使用的食品原料、食品添加剂、食品相关产品的品种与索证索票、进货查验记录内容一致。,1,9/8/2024 15:01:48,91110113786859465C
8691d0c92cae4ff79eaa5747d7fd4a83,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,特殊食品标签、说明书内容与注册或备案的内容要求一致，符合相关法律法规要求。,1,9/8/2024 15:01:48,91110113786859465C
83589a2b213d4879b5092f16f59411e6,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立和保存食品原料、食品添加剂、食品相关产品的贮存、保管记录、领用出库和退库记录。,1,9/8/2024 15:01:48,91110113786859465C
7f7dffade4174371b48eefe5309e28c0,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,对自查发现食品安全问题，立即采取整改、停止生产等措施，并按规定向所在地市场监督管理部门报告。,1,9/8/2024 15:01:48,91110113786859465C
7f24193b57e64b60bf8cc945620dfd15,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,生产的食品、食品添加剂在许可范围内。,1,9/8/2024 15:01:48,91110113786859465C
7de28bef7f3946c688b8e64bdc642586,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有与生产产品相应的食品安全标准文本，按照食品安全标准规定进行检验。,1,9/8/2024 15:01:48,91110113786859465C
76d531adae524fdea3e3356ee3e9e1ba,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立和保存原始检验数据和检验报告记录，检验记录真实、完整，保存期限符合规定要求。,1,9/8/2024 15:01:48,91110113786859465C
70dc941c6afb4a65ba645e1c9fa0290b,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,对自查发现食品安全问题，立即采取整改、停止生产等措施，并按规定向所在地市场监督管理部门报告。,1,9/8/2024 14:58:22,91110113102544578B
7083415c94de4ba79f535abb2b3dd0b5,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立和保存生产投料记录，包括投料品名、生产日期或批号、使用数量等。,1,9/8/2024 15:01:48,91110113786859465C
6f6ce1add8ec4c0494ddc316a5a411d4,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,食品添加剂标签载明“食品添加剂”字样，并标明贮存条件、生产者名称和地址、食品添加剂的使用范围、用量和使用方法。,1,9/8/2024 15:01:48,91110113786859465C
6539d4f033744332ae3e8503afc5d264,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,不能自检的，委托有资质的检验机构进行检验。,1,9/8/2024 15:01:48,91110113786859465C
65088621a73b4478bff1aedc2284390b,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,车间内使用的洗涤剂、消毒剂等化学品明显标示、分类贮存，与食品原料、半成品、成品、包装材料等分隔放置，并有相应的使用记录。,1,9/8/2024 15:01:48,91110113786859465C
6500226b20ce43ada94488a2b24fba7c,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有温、湿度等生产环境监测要求的，定期进行监测并记录。,1,9/8/2024 15:01:48,91110113786859465C
6315ab72f7924031b666b98bd1a8dfee,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,不合格品在划定区域存放，具有明显标示。,1,9/8/2024 15:01:48,91110113786859465C
6244dd1885f94bf984e3c117712a0b6d,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,委托方持有保健食品注册证书或注册转备案凭证，受托方具备相应的生产能力且能完成生产委托品种的全部生产过程。,1,9/8/2024 15:01:48,91110113786859465C
603a4ef357434e389ee1b812f6c8c64d,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现食品安全追溯信息记录不真实、不准确等情况。,1,9/8/2024 15:01:48,91110113786859465C
5bb60d542ef04c7e9ad41353ada12b27,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,工作人员穿戴工作衣帽，洗手消毒后进入生产车间。生产车间内未发现与生产无关的个人用品或者其他与生产不相关物品。,1,9/8/2024 15:01:48,91110113786859465C
574184410d0e4caf990655488abead5a,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现待加工食品与直接入口食品、原料与成品交叉污染。,1,9/8/2024 15:01:48,91110113786859465C
56c638a3a2cc43aab56f4a6d75295b49,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立食品安全自查制度，并定期对食品安全状况进行检查评价。,1,9/8/2024 15:01:48,91110113786859465C
5556ced1acff40668002def2c13f28a1,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,生产记录中的生产工艺和参数与准予食品生产许可时保持一致。,1,9/8/2024 15:01:48,91110113786859465C
5525554038cd432eb0466c91a8681e06,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,对前次监督检查发现的问题完成整改。,1,9/8/2024 15:01:48,91110113786859465C
5471af4e304f419a9f107338713d490b,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,设备布局和工艺流程、主要生产设备设施与准予食品生产许可时保持一致。,1,9/8/2024 15:01:48,91110113786859465C
53da010352d7458398fea111aab55948,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,建立并执行从业人员健康管理制度，从事接触直接入口食品工作的人员具备有效健康证明，符合相关规定。,1,9/8/2024 14:58:22,91110113102544578B
53c465af524749cbb42fff2b00d89d2f,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,定期检查防鼠、防蝇、防虫害装置的使用情况并有相应检查记录，生产场所无虫害迹象。,1,9/8/2024 15:01:48,91110113786859465C
5242b3c44ae24b05bfe769a2eae904b4,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,不合格品在划定区域存放，具有明显标示。,1,9/8/2024 14:58:22,91110113102544578B
51ef73108cdc43f496f0b680ae23b194,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立和保存生产加工过程关键控制点的控制情况记录。,1,9/8/2024 15:01:48,91110113786859465C
4fa5352ddb34435990b1d5068953df0a,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,按照经特殊食品注册或备案的产品配方、生产工艺等技术要求组织生产。,1,9/8/2024 15:01:48,91110113786859465C
4edeff0b1231415e8e9add5d1f81abaa,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,企业自检的，具备与所检项目适应的检验室和检验能力，有检验相关设备及化学试剂，检验仪器按期检定或校准。,1,9/8/2024 15:01:48,91110113786859465C
4d62737377de4e86b95c70ff2662b29d,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,批生产记录真实、完整、可追溯，批生产记录中的生产工艺和参数等与工艺规程和有关制度要求一致。,1,9/8/2024 15:01:48,91110113786859465C
48613780480741ae85e8bc304074e597,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,建立并实施食品安全追溯制度，并有相应记录。,1,9/8/2024 15:01:48,91110113786859465C
4687242d58564558bc5379d84c0e2d9d,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,有食品安全管理人员、食品安全专业技术人员培训和考核记录，未发现考核不合格人员上岗。,1,9/8/2024 15:01:48,91110113786859465C
4514b784218a4cbc8051492715984f55,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,发生食品安全事故的，对导致或者可能导致食品安全事故的食品及原料、工具、设备、设施等，立即采取封存等控制措施，并向事故发生地市场监督管理部门报告。,1,9/8/2024 14:58:22,91110113102544578B
44d1282a017749719c8a1cf28f97f9e2,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,未发现食品、食品添加剂的标签、说明书涉及疾病预防、治疗功能，未发现保健食品之外的食品标签、说明书涉及保健功能。,1,9/8/2024 14:58:22,91110113102544578B
42a7fbb4ba5047feb5bcdbbfe27142e3,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,食品生产加工用水的水质符合规定要求并有检测报告，与其他不与食品接触的用水以完全分离的管路输送。,1,9/8/2024 15:01:48,91110113786859465C
3c657ab0039246459b9dcaa939212a80,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有与生产产品相应的食品安全标准文本，按照食品安全标准规定进行检验。,1,9/8/2024 14:58:22,91110113102544578B
3a05b4385a8b451aa291b04427679833,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,委托生产的食品标签清晰标注委托方、受托方的名称、地址、联系方式等信息。,1,9/8/2024 15:01:48,91110113786859465C
39e3a4201de640a9a27c0fa66f378d79,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,查验食品原料、食品添加剂、食品相关产品供货者的许可证、产品合格证明文件等；供货者无法提供有效合格证明文件的，有检验记录。,1,9/8/2024 15:01:48,91110113786859465C
38f06ec30140493eb918dd7e00cd3685,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,准清洁作业区、清洁作业区设置合理并有效分割。有空气净化要求的，应当符合相应要求，并对空气洁净度、压差、换气次数、温度、湿度等进行监测及记录。,1,9/8/2024 15:01:48,91110113786859465C
38327e50301c4e2993271191f9993585,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现转基因食品、辐照食品未按规定标示。,1,9/8/2024 15:01:48,91110113786859465C
36856885bae44dd8815a1f922c6fd3f8,北京顺鑫农业股份有限公司创新食品分公司,北京市顺义区市场监督管理局,9/8/2024 00:00:00,未发现食品、食品添加剂的标签、说明书涉及疾病预防、治疗功能，未发现保健食品之外的食品标签、说明书涉及保健功能。,1,9/8/2024 15:01:48,91110113786859465C
