主键ID,企业名称,检查实施单位,检查时间,检查事项,检查结果,时间戳,统一社会信用代码
b019f6c3d2124a8f8e87c697e2eab57f,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,未发现转基因食品、辐照食品未按规定标示。,1,9/8/2024 14:58:21,91110113102544578B
ac87d780486e4142bc9e2e9d07eba4f0,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立食品安全自查制度，并定期对食品安全状况进行检查评价。,1,9/8/2024 14:53:56,911101135658208582
a8b47c824cd14155aaa3c3971f01ee4c,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有食品安全处置方案，并定期检查食品安全防范措施落实情况，及时消除食品安全隐患。,1,9/8/2024 14:53:56,911101135658208582
a5ad31fe2e5c45a2ba13ad8e394abdd5,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有出厂记录，如实记录食品的名称、规格、数量、生产日期或者生产批号、检验合格证明、销售日期以及购货者名称、地址、联系方式等内容。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
a4aac2ea8a9e4e01bf01bb22248a5e2e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现食品安全追溯信息记录不真实、不准确等情况。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
a0f6a48bab94422189f871d73cee614e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,具有合法主体资质，生产许可证在有效期内。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
a0e17050b7884c2f9813c416624ce9b1,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,不合格品在划定区域存放，具有明显标示。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
9db28c4ea51e4f9a91122eb763d929fd,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品添加剂生产使用的原料和生产工艺符合产品标准规定。复配食品添加剂配方发生变化的，按规定报告。,1,9/8/2024 14:53:56,911101135658208582
974a989c2ef540dcaa163d071d030c0c,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,对自查发现食品安全问题，立即采取整改、停止生产等措施，并按规定向所在地市场监督管理部门报告。,1,9/8/2024 14:53:56,911101135658208582
948ef5e8b87d42818fccdb342c055052,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,对出厂的婴幼儿配方食品、特殊医学用途婴儿配方食品等按照要求批批全项目自行检验，每年对全项目检验能力进行验证。,1,9/8/2024 14:53:56,911101135658208582
92c732920889443987e82d710044a4b3,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,对自查发现食品安全问题，立即采取整改、停止生产等措施，并按规定向所在地市场监督管理部门报告。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
9204e78abf994ce1bd877f7fd1a00ee0,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,预包装食品的包装有标签，标签标注的事项完整、真实。,1,9/8/2024 14:53:56,911101135658208582
90d2303dc06f4eca806bf9d719d6d973,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,特殊食品标签、说明书内容与注册或备案的内容要求一致，符合相关法律法规要求。,1,9/8/2024 14:53:56,911101135658208582
8fc0c34be5954fb0853b54d525a0783d,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,工作人员穿戴工作衣帽，洗手消毒后进入生产车间。生产车间内未发现与生产无关的个人用品或者其他与生产不相关物品。,1,9/8/2024 14:53:56,911101135658208582
8da2cdaee2564614a21e8397df2b3832,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,对前次监督检查发现的问题完成整改。,1,9/8/2024 14:53:56,911101135658208582
8d2d84564a5540518e997161d6dec796,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有更衣、洗手、干手、消毒等卫生设备设施，满足正常使用。,1,9/8/2024 14:53:56,911101135658208582
875b9d735556479f8e0efa71ee65955e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,对出厂的婴幼儿配方食品、特殊医学用途婴儿配方食品等按照要求批批全项目自行检验，每年对全项目检验能力进行验证。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
823259c24b394056a879627bc90e8c25,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现待加工食品与直接入口食品、原料与成品交叉污染。,1,9/8/2024 14:53:56,911101135658208582
7bb979c1a077443b97a5651bb75c6e86,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,设备布局和工艺流程、主要生产设备设施与准予食品生产许可时保持一致。,1,9/8/2024 14:53:56,911101135658208582
7797b636427f41fd9e0fad7890feedd6,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现食品、食品添加剂的标签、说明书涉及疾病预防、治疗功能，未发现保健食品之外的食品标签、说明书涉及保健功能。,1,9/8/2024 14:53:56,911101135658208582
72abd2d6592841de989a76e0550a5f2b,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现转基因食品、辐照食品未按规定标示。,1,9/8/2024 14:53:56,911101135658208582
6fb7e10c7c6944958d57768106c17231,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产或使用的新食品原料，限定于国务院卫生行政部门公吿的新食品原料范围内。,1,9/8/2024 14:53:56,911101135658208582
6e0649849cba4fea9e95e8d73cb20b49,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,不合格品在划定区域存放，具有明显标示。,1,9/8/2024 14:53:56,911101135658208582
66bf120a62d740229026499a5db48584,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现使用非食品原料、食品添加剂以外的化学物质、回收食品、超过保质期与不符合食品安全标准的食品原料和食品添加剂投入生产。,1,9/8/2024 14:53:56,911101135658208582
6171a8850f0a49b3b46c47082d1530db,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,委托方持有保健食品注册证书或注册转备案凭证，受托方具备相应的生产能力且能完成生产委托品种的全部生产过程。,1,9/8/2024 14:53:56,911101135658208582
60d0e075a7b4443b80c6e59d04890b11,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,厂区无扬尘、无积水，厂区、车间卫生整洁。,1,9/8/2024 14:53:56,911101135658208582
6056a77fb62d483bbb4b934732860188,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品原料、食品相关产品的贮存有专人管理，贮存条件符合要求。,1,9/8/2024 14:53:56,911101135658208582
605240e2e53f449a870b4c9ea0431682,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有定期排查食品安全风险隐患的记录。,1,9/8/2024 14:53:56,911101135658208582
5fdf7ee182cf4166af23bf15437f1292,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,建立和保存生产加工过程关键控制点的控制情况记录。,1,9/8/2024 14:58:21,91110113102544578B
5e3c26d6906a46d8b61e60c1b581877f,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,保健食品原料提取物或原料前处理符合要求。,1,9/8/2024 14:53:56,911101135658208582
5c38992f31ff4db4986519504227bdb2,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,不能自检的，委托有资质的检验机构进行检验。,1,9/8/2024 14:53:56,911101135658208582
572694260fda4647966fafbcbd7328bf,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有温、湿度等生产环境监测要求的，定期进行监测并记录。,1,9/8/2024 14:53:56,911101135658208582
569c3c1152cb452ea3f373fb604efbc3,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有委托方对受托方生产行为进行监督的记录。,1,9/8/2024 14:53:56,911101135658208582
55a5d8b035834bccb593dc1dbd720eee,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,委托方持有保健食品注册证书或注册转备案凭证，受托方具备相应的生产能力且能完成生产委托品种的全部生产过程。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
559850d132f741dd8ec167b2eda14bae,北京市恒慧通肉类食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,定期检查防鼠、防蝇、防虫害装置的使用情况并有相应检查记录，生产场所无虫害迹象。,1,9/8/2024 14:58:21,91110113102544578B
53fb200376e245bcbcfe3c488370069e,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,批生产记录真实、完整、可追溯，批生产记录中的生产工艺和参数等与工艺规程和有关制度要求一致。,1,9/8/2024 14:53:56,911101135658208582
53f0251449894d85a213ad0ab74fd851,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,根据产品特点建立和执行相适应的贮存、运输及交付控制制度和记录。,1,9/8/2024 14:53:56,911101135658208582
500873b0376442a296542a39b9209beb,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产的食品、食品添加剂在许可范围内。,1,9/8/2024 14:53:56,911101135658208582
4dd462ec90714235b7bab07dcbea7379,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,定期对生产质量管理体系的运行情况进行自查，保证其有效运行，并向所在地县级人民政府市场监督管理部门提交自查报告，自查发现问题整改率达100%。,1,9/8/2024 14:53:56,911101135658208582
4ca730eeeff44acda1211809250148e4,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,监控设备（如压力表、温度计）定期检定或校准、维护，并有相关记录。,1,9/8/2024 14:53:56,911101135658208582
40bece1b67d240a2b203736d10d11f72,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现标注虚假生产日期或批号的情况。,1,9/8/2024 14:53:56,911101135658208582
3ef09feda90f4591ab05f6770971ba1b,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品添加剂专库或专区贮存，明显标示，专人管理。,1,9/8/2024 14:53:56,911101135658208582
3e0e719c1cf84e3495e34cfa220c35ca,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,使用的食品原料、食品添加剂、食品相关产品的品种与索证索票、进货查验记录内容一致。,1,9/8/2024 14:53:56,911101135658208582
3ba2b7376e6a4719bb4785cb68dc536b,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有召回计划、公告等相应记录；召回食品有处置记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
3ad67999c3fb49fbab89e8f9c0ed8c27,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,查验食品原料、食品添加剂、食品相关产品供货者的许可证、产品合格证明文件等；供货者无法提供有效合格证明文件的，有检验记录。,1,9/8/2024 14:53:56,911101135658208582
392430458dd242eebe223aa7624cbcd8,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立和保存食品原料、食品添加剂、食品相关产品的贮存、保管记录、领用出库和退库记录。,1,9/8/2024 14:53:56,911101135658208582
3743e57a14824fadb702aa6318b87ba3,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,按规定时限保存检验留存样品并记录留样情况。,1,9/8/2024 14:53:56,911101135658208582
34111b38e2ab419880ec796ce6cca43f,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产现场未发现人流、物流交叉污染。,1,9/8/2024 14:53:56,911101135658208582
2c194ffe718c4642ad625b116291343f,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,厂区无扬尘、无积水，厂区、车间卫生整洁。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
2b9faed1a22e48768d42139b48f6e6cc,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现标注虚假生产日期或批号的情况。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
2a1d5316d35d4cbbbfbfe94840f2c6bb,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产设备设施定期维护保养，并有相应的记录。,1,9/8/2024 14:53:56,911101135658208582
25b9abf2fe05491f98cbf320f04c5044,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有召回食品无害化处理、销毁等措施，未发现召回食品再次流入市场（对因标签存在瑕疵实施召回的除外）。,1,9/8/2024 14:53:56,911101135658208582
232c696337d541cf8f9a5c3b0a19c3bd,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立和保存不合格品的处置记录，不合格品的批次、数量应与记录一致。,1,9/8/2024 14:53:56,911101135658208582
1e73967419644719b54e072d1a4a7e91,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有从业人员食品安全知识培训制度，并有相关培训记录。,1,9/8/2024 14:53:56,911101135658208582
1bc2d2d3b59f4958a55dad60b4be56ef,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品添加剂标签载明“食品添加剂”字样，并标明贮存条件、生产者名称和地址、食品添加剂的使用范围、用量和使用方法。,1,9/8/2024 14:53:56,911101135658208582
178dc29c04a541faaa73d8141017762f,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,原料、食品添加剂实际使用量与注册或备案的配方和批生产记录中的使用量一致。,1,9/8/2024 14:53:56,911101135658208582
16c099e103d0494db1cbc429b50728b9,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,委托生产的食品标签清晰标注委托方、受托方的名称、地址、联系方式等信息。,1,9/8/2024 14:53:56,911101135658208582
10c8a07d2ac44ea5bc7bdc9870c8a6b0,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现使用药品生产食品，未发现仅用于保健食品的原料生产保健食品以外的食品。,1,9/8/2024 14:53:56,911101135658208582
09b8aa46cd404b458de1e5d8c6480c2a,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,车间内使用的洗涤剂、消毒剂等化学品明显标示、分类贮存，与食品原料、半成品、成品、包装材料等分隔放置，并有相应的使用记录。,1,9/8/2024 14:53:56,911101135658208582
01270c8aee4e47e7817078a35c3ca471,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品生产加工用水的水质符合规定要求并有检测报告，与其他不与食品接触的用水以完全分离的管路输送。,1,9/8/2024 14:53:56,911101135658208582
0048ac5f61ce43adac024796c3d76fd2,永利达美好（北京）食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立并执行从业人员健康管理制度，从事接触直接入口食品工作的人员具备有效健康证明，符合相关规定。,1,9/8/2024 14:53:56,911101135658208582
fd9035e439b245b286679b8dd0a3086d,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,监控设备（如压力表、温度计）定期检定或校准、维护，并有相关记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
fae8961c0852440c8b0623740e44f95e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品添加剂生产使用的原料和生产工艺符合产品标准规定。复配食品添加剂配方发生变化的，按规定报告。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
f8d09c585a2c4ad49d5fae209008790f,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,不合格品在划定区域存放，具有明显标示。,1,9/8/2024 14:35:03,91110113102564405L
f8a7d03abbe040dfa58537adf5fd0483,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立并实施食品安全追溯制度，并有相应记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
f651026af09f4bbd9c2a017906da8888,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品添加剂专库或专区贮存，明显标示，专人管理。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
f425589bf1884278b909be97a0c132d7,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有更衣、洗手、干手、消毒等卫生设备设施，满足正常使用。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
eead6ed1ffaa48e39f4aa4f4498ef046,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有召回食品无害化处理、销毁等措施，未发现召回食品再次流入市场（对因标签存在瑕疵实施召回的除外）。,1,9/8/2024 14:35:04,91110113102564405L
ed05ccea21a74e59acc0c0e504f23883,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有食品安全处置方案，并定期检查食品安全防范措施落实情况，及时消除食品安全隐患。,1,9/8/2024 14:35:04,91110113102564405L
e7f680f219504feea696a26c27814124,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,根据产品特点建立和执行相适应的贮存、运输及交付控制制度和记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
e6824bd51b56491f9cb2e34d4205593c,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,准清洁作业区、清洁作业区设置合理并有效分割。有空气净化要求的，应当符合相应要求，并对空气洁净度、压差、换气次数、温度、湿度等进行监测及记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
e50dabfc7e6940f6adaf14e600d9557a,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,预包装食品的包装有标签，标签标注的事项完整、真实。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
e3666d9878614b6d91b3454fac8f0f49,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,未发现转基因食品、辐照食品未按规定标示。,1,9/8/2024 14:35:04,91110113102564405L
e27c4f41eaf041ec836e64e36a3d5446,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,建立并实施食品安全追溯制度，并有相应记录。,1,9/8/2024 14:35:04,91110113102564405L
e124357f781947bb8911d6679523aa20,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,签订委托生产合同，约定委托生产的食品品种、委托期限等内容。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
de7bfbc9b36e4b0880784665c9cb57d3,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立和保存食品原料、食品添加剂、食品相关产品的贮存、保管记录、领用出库和退库记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
ddde8542e60a4a2a821c3554fe9c0391,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品添加剂标签载明“食品添加剂”字样，并标明贮存条件、生产者名称和地址、食品添加剂的使用范围、用量和使用方法。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
dc94fa8cbbde47999b9f2e20797a94a2,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,特殊食品标签、说明书内容与注册或备案的内容要求一致，符合相关法律法规要求。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
dbeb80844bf046a29da9a27c4e5a9542,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,仓库温湿度符合要求。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
dbc82da5b5cd454d836e39a0da96785e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,按照经特殊食品注册或备案的产品配方、生产工艺等技术要求组织生产。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
d6ca67d0f7d1484f86308d2ab2c094e4,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,实际生产的特殊食品按规定注册或备案，注册证书或备案凭证符合要求。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
d4b1b1f1bbe7417e9fe4ca428d172a62,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产现场未发现人流、物流交叉污染。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
d40b4d51bd424997abd5862b476205e9,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,通风、防尘、排水、照明、温控等设备设施正常运行，存放垃圾、废弃物的设备设施标识清晰，有效防护。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
d2a41a366c674055bf1ab5aa70e0e313,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产记录中的生产工艺和参数与准予食品生产许可时保持一致。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
cf8c0af3dbc2422b97de1605b893c734,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,厂区、车间与有毒、有害场所及其他污染源保持规定的距离或具备有效防范措施。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
cf38ec974cdb40068ad64ab75ff17aaf,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有从业人员食品安全知识培训制度，并有相关培训记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
ce0842409fbb43f79586e7eff19d0220,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有召回计划、公告等相应记录；召回食品有处置记录。,1,9/8/2024 14:35:04,91110113102564405L
c835cf95234a4982ac311b4578d956b6,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,食品原料、食品相关产品的贮存有专人管理，贮存条件符合要求。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
c754e6bdd2814302ac0bf1f27d8702bd,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,查验食品原料、食品添加剂、食品相关产品供货者的许可证、产品合格证明文件等；供货者无法提供有效合格证明文件的，有检验记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
be6645b39b4340818234f35b72081d1f,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,保健食品原料提取物或原料前处理符合要求。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
be262d62ea324a8f8ab2aaf18d8a5d9e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,不能自检的，委托有资质的检验机构进行检验。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
bddacb1545d544a69b77b4ccf46aecc3,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,建立并执行从业人员健康管理制度，从事接触直接入口食品工作的人员具备有效健康证明，符合相关规定。,1,9/8/2024 14:35:04,91110113102564405L
bdd66d11c8f54b0192f7d5e99e56b576,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,未发现使用药品生产食品，未发现仅用于保健食品的原料生产保健食品以外的食品。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
bc8b199d4bb042299f8980aa382ba3e0,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立和保存生产投料记录，包括投料品名、生产日期或批号、使用数量等。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
b8dd1fe04e5546679f9dcd90ada84b2d,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,预包装食品的包装有标签，标签标注的事项完整、真实。,1,9/8/2024 14:35:04,91110113102564405L
b8062a37931f4ef4bf6d4a8c1d219220,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,实施不安全食品的召回，召回和处理情况向所在地市场监管部门报告。,1,9/8/2024 14:35:04,91110113102564405L
ae51373e99304ad9a4fe309bc1dc44d1,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立和保存生产加工过程关键控制点的控制情况记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
ab9e710a6e904b00896562202228cd65,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,定期对生产质量管理体系的运行情况进行自查，保证其有效运行，并向所在地县级人民政府市场监督管理部门提交自查报告，自查发现问题整改率达100%。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
a76168d47c5547ccb76f2bb1183500c5,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,未发现食品、食品添加剂的标签、说明书涉及疾病预防、治疗功能，未发现保健食品之外的食品标签、说明书涉及保健功能。,1,9/8/2024 14:35:04,91110113102564405L
9f84b53b9eca446ca0f9b61aee1d7982,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,设备布局和工艺流程、主要生产设备设施与准予食品生产许可时保持一致。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
9d3a4ea5e9db4dc99b49d6f77e042cbb,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有定期排查食品安全风险隐患的记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
98f39bdaecde4c9686d0659bf800774e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立信息化食品安全追溯体系的，电子记录信息与纸质记录信息保持一致。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
92d64d015f5f4f2993afeaff9a000d11,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,建立和保存不合格品的处置记录，不合格品的批次、数量应与记录一致。,1,9/8/2024 14:35:04,91110113102564405L
85dab9191de44b4cae5e4b1309d1af77,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,工作人员穿戴工作衣帽，洗手消毒后进入生产车间。生产车间内未发现与生产无关的个人用品或者其他与生产不相关物品。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
8229b839ac9c4d69a0c3c96efd20dd49,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,未发现食品安全追溯信息记录不真实、不准确等情况。,1,9/8/2024 14:35:04,91110113102564405L
81ccd21e68cb451c81298d713abd936e,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,有温、湿度等生产环境监测要求的，定期进行监测并记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
80d574d5ded542cba8dc97c407fac9a0,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,生产设备设施定期维护保养，并有相应的记录。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
7b0d66c1d0934dae92aec972030fa5cd,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,有温、湿度等生产环境监测要求的，定期进行监测并记录。,1,9/8/2024 14:35:03,91110113102564405L
78c48def6ae94934b88ceb4d7c640236,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,建立企业主要负责人全面负责食品安全工作制度，配备食品安全管理人员、食品安全专业技术人员。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
74c44f5af9bc4470b28a1c4bebf1ce49,北京天宇金顺发食品有限公司,北京市顺义区市场监督管理局,8/8/2024 00:00:00,对自查发现食品安全问题，立即采取整改、停止生产等措施，并按规定向所在地市场监督管理部门报告。,1,9/8/2024 14:35:04,91110113102564405L
7400f09e711042b99b8046835cd9af07,北京陆美食品有限公司,北京市顺义区市场监督管理局,7/8/2024 00:00:00,定期检查防鼠、防蝇、防虫害装置的使用情况并有相应检查记录，生产场所无虫害迹象。,1,9/8/2024 14:50:19,91110113MA01AUKCXN
