序号,企业名称,申请事项,业务流水号,,,,,,,,,,,,,,,,,
1431,北京庐峰装饰工程有限公司,(区)建筑业企业首次申请资质,0014180804000321,,,,,,,,,,,,,,,,,
1432,北京铁联华鸿建设工程有限公司,(区)建筑业企业增项资质申请,0014180914002774,,,,,,,,,,,,,,,,,
1433,北京宏元恒瑞土石方工程技术有限公司,建筑业企业首次申请资质,0014180424003074,,,,,,,,,,,,,,,,,
1434,北京保信设备租赁有限公司,建筑业企业首次申请资质,0014190513004301,,,,,,,,,,,,,,,,,
1435,北京旭瑞辐防装饰工程有限公司,(市)建筑业企业首次申请资质,0014181109001433,,,,,,,,,,,,,,,,,
1436,北京天润恒远工贸有限公司,建筑业企业首次申请资质,0014180427001097,,,,,,,,,,,,,,,,,
1437,北京中云永鑫建设有限公司,(区)建筑业企业首次申请资质,0014190318007521,,,,,,,,,,,,,,,,,
1438,北京长翼建筑工程有限公司,(市)建筑业企业首次申请资质,0014190116003253,,,,,,,,,,,,,,,,,
1439,中鼎建(北京)建筑工程有限公司,建筑业企业升级资质申请,0014190106000541,,,,,,,,,,,,,,,,,
1440,北京中宇盛达建筑工程有限公司,建筑业企业首次申请资质,0014181224000665,,,,,,,,,,,,,,,,,
1441,北京齐鑫建设工程有限公司,(市)建筑业企业首次申请资质,0014180716001065,,,,,,,,,,,,,,,,,
1442,北京城邦建筑工程有限公司,(区)建筑业企业首次申请资质,0014190726007456,,,,,,,,,,,,,,,,,
1443,北京京府置业有限公司,(区)建筑业企业首次申请资质,0014181224001026,,,,,,,,,,,,,,,,,
1444,北京中野建筑安装有限公司,(区)建筑业企业首次申请资质,0014180711001082,,,,,,,,,,,,,,,,,
1445,中嘉华晟(北京)建筑工程有限公司,建筑业企业首次申请资质,0014190528003979,,,,,,,,,,,,,,,,,
1446,北京华天银河工程造价咨询有限公司,工程造价咨询企业延续资质,0014180905000749,,,,,,,,,,,,,,,,,
1447,北京华创空港工程有限公司,(区)建筑业企业增项资质申请,0014181221003249,,,,,,,,,,,,,,,,,
1448,北京大龙东升门窗幕墙工程有限公司,建筑业企业增项资质申请,0014190709000180,,,,,,,,,,,,,,,,,
1449,北京宏伟顺通建设集团有限公司,(市)建筑业企业增项资质申请,0014180824001830,,,,,,,,,,,,,,,,,
1450,北京铁联华鸿建设工程有限公司,(区)建筑业企业首次申请资质,0014180629001631,,,,,,,,,,,,,,,,,
1451,北京中硕联合建设工程有限公司,(区)建筑业企业首次申请资质,0014190109004470,,,,,,,,,,,,,,,,,
1452,北京朗翰建筑工程有限公司,建筑业企业首次申请资质,0014190328004844,,,,,,,,,,,,,,,,,
1453,中壤建设股份有限公司,建筑业企业增项资质申请,0014181115000057,,,,,,,,,,,,,,,,,
1454,北京国盛聚信建筑工程有限公司,(区)建筑业企业首次申请资质,0014180911001545,,,,,,,,,,,,,,,,,
1455,中企远航(北京)建设工程有限公司,建筑业企业首次申请资质,0014190701005244,,,,,,,,,,,,,,,,,
1456,北京盛邦景源科技有限公司,建筑业企业首次申请资质,0014190122004408,,,,,,,,,,,,,,,,,
1457,北京鑫达特建筑工程有限公司,(市)建筑业企业首次申请资质,0014181224004423,,,,,,,,,,,,,,,,,
1458,中泰祥和(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014180806002493,,,,,,,,,,,,,,,,,
1459,北京中固汇鑫建设工程有限公司,建筑业企业首次申请资质,0014190801003096,,,,,,,,,,,,,,,,,
1460,北京益友伟业装饰工程有限公司,(市)建筑业企业首次申请资质,0014190327001569,,,,,,,,,,,,,,,,,
1461,北京明安建设项目管理有限公司,工程造价咨询企业延续资质,0014181121000054,,,,,,,,,,,,,,,,,
1462,建银工程咨询有限责任公司,工程监理企业新增项资质申请（包含丙级晋升乙级）,0014190125001745,,,,,,,,,,,,,,,,,
1463,北京中锴建设工程有限公司,(区)建筑业企业首次申请资质,0014190401000493,,,,,,,,,,,,,,,,,
1464,北京中豫顺建设工程有限公司,(市)建筑业企业首次申请资质,0014190315002219,,,,,,,,,,,,,,,,,
1465,北京亚恒世纪装饰工程有限公司,(市)建筑业企业首次申请资质,0014190620004861,,,,,,,,,,,,,,,,,
1466,北京春晖电气设备有限责任公司,(市)建筑业企业资质增项资质申请,0014180419000839,,,,,,,,,,,,,,,,,
1467,北京中世博艺建筑装饰工程有限公司,建筑业企业首次申请资质,0014190703001679,,,,,,,,,,,,,,,,,
1468,有卓(北京)装饰有限公司,(市)建筑业企业首次申请资质,0014190603005076,,,,,,,,,,,,,,,,,
1469,北京兴盛达建设有限公司,(市)建筑业企业首次申请资质,0014180418002942,,,,,,,,,,,,,,,,,
1470,北京浩悦建筑工程有限公司,(市)建筑业企业首次申请资质,0014190306004457,,,,,,,,,,,,,,,,,
1471,北京盛世朗程建筑工程有限公司,(区)建筑业企业首次申请资质,0014190104004857,,,,,,,,,,,,,,,,,
1472,北京烁林建设有限公司,(市)建筑业企业首次申请资质,0014190416000871,,,,,,,,,,,,,,,,,
1473,北京浩瀚天成建设有限公司,(区)建筑业企业首次申请资质,0014180815003258,,,,,,,,,,,,,,,,,
1474,北京圣源装饰工程有限公司,(市)建筑业企业首次申请资质,0014190603003221,,,,,,,,,,,,,,,,,
1475,北京中科博时科技有限公司,建筑业企业首次申请资质,0014190102000356,,,,,,,,,,,,,,,,,
1476,北京蓝毛建筑物拆除有限公司,建筑业企业首次申请资质,0014190128003605,,,,,,,,,,,,,,,,,
1477,北京锟珏翔旭装饰工程有限公司,建筑业企业首次申请资质,0014190110002683,,,,,,,,,,,,,,,,,
1478,北京哲明建信工程造价咨询有限公司,工程造价咨询企业延续资质,0014190225000532,,,,,,,,,,,,,,,,,
1479,北京磐炎石材有限公司,(区)建筑业企业首次申请资质,0014180707000176,,,,,,,,,,,,,,,,,
1480,北京京镇富建建筑工程有限公司,建筑业企业首次申请资质,0014190625006183,,,,,,,,,,,,,,,,,
1481,北京中海文设备安装有限公司,建筑业企业资质增项资质申请,0014180428001267,,,,,,,,,,,,,,,,,
1482,国建远洋建筑工程有限公司,(区)建筑业企业首次申请资质,0014180903003852,,,,,,,,,,,,,,,,,
1483,北京双腾建达建筑有限公司,建筑业企业首次申请资质,0014190422003657,,,,,,,,,,,,,,,,,
1484,北京华博凯机电设备有限公司,(市)建筑业企业首次申请资质,0014190701004850,,,,,,,,,,,,,,,,,
1485,北京筑品艺装建筑工程有限公司,(市)建筑业企业首次申请资质,0014180416001196,,,,,,,,,,,,,,,,,
1486,北京佳旺建筑劳务有限公司,建筑业企业首次申请资质,0014190815007983,,,,,,,,,,,,,,,,,
1487,中诚国腾(北京)建筑工程有限责任公司,(市)建筑业企业首次申请资质,0014190614000893,,,,,,,,,,,,,,,,,
1488,北京晟大建筑工程有限公司,(区)建筑业企业首次申请资质,0014180808000392,,,,,,,,,,,,,,,,,
1489,北京身边装修设计有限公司,(区)建筑业企业首次申请资质,0014181208000533,,,,,,,,,,,,,,,,,
1490,北京京安顺昌市政工程有限公司,建筑业企业首次申请资质,0014180601002801,,,,,,,,,,,,,,,,,
1491,北京中电中天电子工程有限公司,(市)建筑业企业增项资质申请,0014190108002578,,,,,,,,,,,,,,,,,
1492,中冶(北京)交通科技发展有限公司,(市)建筑业企业增项资质申请,0014190216000015,,,,,,,,,,,,,,,,,
1493,熙能实业集团有限公司,建筑业企业增项资质申请,0014190422007695,,,,,,,,,,,,,,,,,
1494,北京正达信园林工程有限公司,(区)建筑业企业首次申请资质,0014190212000864,,,,,,,,,,,,,,,,,
1495,中圣华远(北京)建设工程有限公司,(区)建筑业企业首次申请资质,0014190527007837,,,,,,,,,,,,,,,,,
1496,北京兴邦建业建筑工程有限公司,(市)建筑业企业首次申请资质,0014190517000402,,,,,,,,,,,,,,,,,
1497,中广国宇(北京)建设有限公司,建筑业企业首次申请资质,0014190613001905,,,,,,,,,,,,,,,,,
1498,北京龙城华夏建设工程有限公司,(市)建筑业企业首次申请资质,0014180306002364,,,,,,,,,,,,,,,,,
1499,中冷高科(北京)环境技术有限公司,建筑业企业首次申请资质,0014180604000576,,,,,,,,,,,,,,,,,
1500,北京海强金诺国际轻钢板材有限公司,(区)建筑业企业增项资质申请,0014190326006068,,,,,,,,,,,,,,,,,
1501,中景通宇(北京)建设有限公司,(区)建筑业企业首次申请资质,0014190114000944,,,,,,,,,,,,,,,,,
1502,北京华宇中天环境工程有限公司,(市)建筑业企业增项资质申请,0014180829000058,,,,,,,,,,,,,,,,,
1503,北京兴健工程项目管理有限公司,工程造价咨询企业延续资质,0014190613001264,,,,,,,,,,,,,,,,,
1504,北京圆科建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190322004882,,,,,,,,,,,,,,,,,
1505,北京宏昊净化科技有限公司,(市)建筑业企业首次申请资质,0014180716000446,,,,,,,,,,,,,,,,,
1506,北京嘉跃建筑工程有限公司,(市)建筑业企业首次申请资质,0014190415003378,,,,,,,,,,,,,,,,,
1507,北京恒华伟业科技股份有限公司,建筑业企业增项资质申请,0014181119003571,,,,,,,,,,,,,,,,,
1508,北京国强恒信科技有限公司,(市)建筑业企业首次申请资质,0014190306003412,,,,,,,,,,,,,,,,,
1509,北京同发建设工程监理有限责任公司,工程监理企业延续资质申请，工程监理企业经济类型变更合并办理,0014190403004174,,,,,,,,,,,,,,,,,
1510,北京鸿达兴业建设工程有限公司,(市)建筑业企业首次申请资质,0014181205002835,,,,,,,,,,,,,,,,,
1511,北京世纪中宏建设工程有限公司,建筑业企业首次申请资质,0014190422005299,,,,,,,,,,,,,,,,,
1512,中冶建设高新工程技术有限责任公司,建筑业企业增项资质申请,0014181213002395,,,,,,,,,,,,,,,,,
1513,北京华远建业防水工程有限公司,建筑业企业增项资质申请,0014190513007281,,,,,,,,,,,,,,,,,
1514,中创宏兴(北京)园林工程有限公司,(区)建筑业企业首次申请资质,0014190620000520,,,,,,,,,,,,,,,,,
1515,北京十全建筑工程有限公司,建筑业企业首次申请资质,0014180801000373,,,,,,,,,,,,,,,,,
1516,北京瑞智汇嘉建筑工程有限公司,(区)建筑业企业首次申请资质,0014190116001183,,,,,,,,,,,,,,,,,
1517,中国建筑土木建设有限公司,建筑业企业增项资质申请,0014181008000362,,,,,,,,,,,,,,,,,
1518,东君达(北京)国际展览有限公司,(区)建筑业企业首次申请资质,0014190710008157,,,,,,,,,,,,,,,,,
1519,北京元鼎通市政工程有限公司,(区)建筑业企业首次申请资质,0014190521004805,,,,,,,,,,,,,,,,,
1520,北京洁亮美建筑装饰工程有限公司,(市)建筑业企业首次申请资质,0014190429008053,,,,,,,,,,,,,,,,,
1521,北京中亚康源环保工程有限公司,建筑业企业升级资质申请,0014180426001940,,,,,,,,,,,,,,,,,
1522,北京淼置森德建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014181225003579,,,,,,,,,,,,,,,,,
1523,北京和平诚信工程建设监理有限公司,工程监理企业延续资质申请,0014190411006018,,,,,,,,,,,,,,,,,
1524,北京兴都建设发展有限公司,(市)建筑业企业首次申请资质,0014181226000847,,,,,,,,,,,,,,,,,
1525,航天建筑设计研究院有限公司,工程监理企业延续资质申请,0014190618002934,,,,,,,,,,,,,,,,,
1526,北京东方华美建设集团有限公司,(市)建筑业企业增项资质申请,0014190619005332,,,,,,,,,,,,,,,,,
1527,北京华望电力工程咨询有限公司,工程监理企业申请新设立资质（包含工程监理企业申请事务所资质）,0014180913001244,,,,,,,,,,,,,,,,,
1528,北京靓欣佳建设工程有限公司,(区)建筑业企业首次申请资质,0014190718007390,,,,,,,,,,,,,,,,,
1529,北京佳德建设监理有限责任公司,工程监理企业延续资质申请,0014190416006293,,,,,,,,,,,,,,,,,
1530,北京中城昊达建筑劳务有限公司,建筑业企业首次申请资质,0014181021000200,,,,,,,,,,,,,,,,,
1531,北京众盛伟弘建筑劳务有限公司,建筑业企业首次申请资质,0014190321003093,,,,,,,,,,,,,,,,,
1532,建银工程咨询有限责任公司,工程造价咨询企业延续资质,0014181121000661,,,,,,,,,,,,,,,,,
1533,北京国强恒信科技有限公司,(市)建筑业企业首次申请资质,0014190306003412,,,,,,,,,,,,,,,,,
1534,北京首龙科技有限公司,(区)建筑业企业首次申请资质,0014180917003420,,,,,,,,,,,,,,,,,
1535,北京中天鸿创建设工程有限公司,(区)建筑业企业首次申请资质,0014180601002968,,,,,,,,,,,,,,,,,
1536,北京中基路通电力建设股份有限公司,建筑业企业升级资质申请,0014180129000039,,,,,,,,,,,,,,,,,
1537,北京洁亮美建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190511000417,,,,,,,,,,,,,,,,,
1538,昆仑建安智能化工程(北京)有限公司,(市)建筑业企业首次申请资质,0014190521001688,,,,,,,,,,,,,,,,,
1539,北京京电恒辉电力工程有限公司,(区)建筑业企业首次申请资质,0014180515001129,,,,,,,,,,,,,,,,,
1540,北京旭婕消防工程有限公司,(区)建筑业企业首次申请资质,0014180824002459,,,,,,,,,,,,,,,,,
1541,北京中固建安建设工程有限公司,建筑业企业首次申请资质,0014190418005250,,,,,,,,,,,,,,,,,
1542,北京馨泰环境科技有限公司,建筑业企业首次申请资质,0014180510002967,,,,,,,,,,,,,,,,,
1543,北京国信名宸建筑工程有限公司,建筑业企业首次申请资质,0014190701008663,,,,,,,,,,,,,,,,,
1544,北京广铭建设工程有限公司,(区)建筑业企业新设立资质申请,0014180816002809,,,,,,,,,,,,,,,,,
1545,北京中筑非凡建筑工程有限公司,建筑业企业首次申请资质,0014190604003402,,,,,,,,,,,,,,,,,
1546,中晶环境科技股份有限公司,建筑业企业升级资质申请,0014171018003310,,,,,,,,,,,,,,,,,
1547,北京阳晨机械设备安装有限责任公司,(市)建筑业企业首次申请资质,0014190219003729,,,,,,,,,,,,,,,,,
1548,北京锦宸建筑工程有限公司,建筑业企业首次申请资质,0014190529005444,,,,,,,,,,,,,,,,,
1549,北京泓坤至信建筑装饰工程有限公司,(区)建筑业企业首次申请资质,0014190801002950,,,,,,,,,,,,,,,,,
1550,北京信德通建筑劳务有限公司,建筑业企业首次申请资质,0014190528007681,,,,,,,,,,,,,,,,,
1551,北京华晨天宇建筑工程有限公司,建筑业企业首次申请资质,0014181228000883,,,,,,,,,,,,,,,,,
1552,北京龙云建筑工程公司,建筑业企业资质增项资质申请,0014180413000822,,,,,,,,,,,,,,,,,
1553,北京东华合创科技有限公司,建筑业企业升级资质申请,0014171103001605,,,,,,,,,,,,,,,,,
1554,北京化科工程管理有限公司,工程监理企业延续资质申请,0014190305005749,,,,,,,,,,,,,,,,,
1555,北京鸿达兴业建设工程有限公司,(区)建筑业企业首次申请资质,0014181205003791,,,,,,,,,,,,,,,,,
1556,北京国电基业电力安装有限公司,建筑业企业增项资质申请,0014181225003603,,,,,,,,,,,,,,,,,
1557,北京万通尚品建筑工程有限公司,(区)建筑业企业首次申请资质,0014190111004574,,,,,,,,,,,,,,,,,
1558,邦讯技术股份有限公司,建筑业企业资质增项资质申请,0014180119000409,,,,,,,,,,,,,,,,,
1559,北京斯普兰德建筑装饰工程有限公司,建筑业企业新设立资质申请,0014170823000680,,,,,,,,,,,,,,,,,
1560,北京锦宸建筑工程有限公司,建筑业企业首次申请资质,0014190529005444,,,,,,,,,,,,,,,,,
1561,北京长泽建设工程有限公司,建筑业企业首次申请资质,0014180709001898,,,,,,,,,,,,,,,,,
1562,北京宏安德建设工程有限公司,(市)建筑业企业首次申请资质,0014180903003111,,,,,,,,,,,,,,,,,
1563,中安顺达(北京)建设工程有限公司,(市)建筑业企业首次申请资质,0014190308006271,,,,,,,,,,,,,,,,,
1564,北京三行建筑劳务有限公司,建筑业企业首次申请资质,0014180815002516,,,,,,,,,,,,,,,,,
1565,北京希达建设监理有限责任公司,工程监理企业延续资质申请,0014180817000651,,,,,,,,,,,,,,,,,
1566,北京市格瑞特建筑装饰工程有限责任公司,(市)建筑业企业增项资质申请,0014190507004944,,,,,,,,,,,,,,,,,
1567,北京阔扬建筑工程有限公司,(市)建筑业企业首次申请资质,0014180808000077,,,,,,,,,,,,,,,,,
1568,东方润德(北京)建筑工程有限公司,(市)建筑业企业首次申请资质,0014180409002717,,,,,,,,,,,,,,,,,
1569,中环诚达(北京)建设有限公司,(市)建筑业企业首次申请资质,0014190805000255,,,,,,,,,,,,,,,,,
