企业或单位名称,纳税人识别号,经营地点,欠税金额,税种
北京聚福全饭店有限公司,110222102563787000,北京市顺义区卧龙环岛东南侧,29357.310,教育费附加
北京聚福全饭店有限公司,110222102563787000,北京市顺义区卧龙环岛东南侧,2749378.860,企业所得税
北京中建金林建筑技术有限公司,110112769945409,北京市通州区光机电一体化产业基地兴光二街六号,154121.850,营业税
北京中建金林建筑技术有限公司,110112769945409,北京市通州区光机电一体化产业基地兴光二街六号,4623.660,教育费附加
北京中建金林建筑技术有限公司,110112769945409,北京市通州区光机电一体化产业基地兴光二街六号,3082.440,地方教育附加
北京中建金林建筑技术有限公司,110112769945409,北京市通州区光机电一体化产业基地兴光二街六号,7706.090,城建税
北京坤昊德经贸有限公司,110105700177579,北京市朝阳区慈云寺1号院3号楼二层206室,2835000.000,企业所得税
北京世源光华房地产开发有限公司,110105600003862,北京市朝阳区光华路5号院世纪财富中心2号楼10层1006,6240373.570,房产税
北京世源光华房地产开发有限公司,110105600003862,北京市朝阳区光华路5号院世纪财富中心2号楼10层1006,63167.140,土地使用税
北京成远房地产开发有限公司,110102700224603,北京市西城区阜成门外大街2号1号楼B2105室,506776.390,营业税
北京成远房地产开发有限公司,110102700224603,北京市西城区阜成门外大街2号1号楼B2105室,35474.330,城建税
北京成远房地产开发有限公司,110102700224603,北京市西城区阜成门外大街2号1号楼B2105室,8045172.340,土地增值税
北京艺合意众广告有限公司,110107576887353,北京市丰台区南四环西路188号二区5号楼7层3号楼9032房间,455.000,营业税
北京艺合意众广告有限公司,110107576887353,北京市丰台区南四环西路188号二区5号楼7层3号楼9032房间,31.850,城建税
北京艺合意众广告有限公司,110107576887353,北京市丰台区南四环西路188号二区5号楼7层3号楼9032房间,9.100,地方教育附加
北京艺合意众广告有限公司,110107576887353,北京市丰台区南四环西路188号二区5号楼7层3号楼9032房间,13.650,教育费附加
北京金泽圣信息咨询有限公司,11010773939321X000,北京市石景山区古城西路北侧安和小区902室,918.410,营业税
北京金驰投资有限公司,11019270023625X,北京市北京经济技术开发区宏达中路10号,450550.610,房产税
北京金驰投资有限公司,11019270023625X,北京市北京经济技术开发区宏达中路10号,13641.000,土地使用税
北京中坤长业房地产开发有限公司,110108746708814,北京市海淀区北三环西路甲18号院2号楼10层10029号,41698826.350,营业税
